Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	lnL
29810	0.3531941	0.0593564	0.0770659	0.0582839	0.0693568	0.0603575	0.0594019	0.0596914	-255149.984
29812	0.3483657	0.0593564	0.0770659	0.0582839	0.0732377	0.0559128	0.0594019	0.0596914	-255148.466
29814	0.3483657	0.0593564	0.0770659	0.0611035	0.0732377	0.0559128	0.0594019	0.0621030	-255147.149
29816	0.2984739	0.0508555	0.0688074	0.0757766	0.0813185	0.0652590	0.0726616	0.0724839	-255151.425
29818	0.3025410	0.0508555	0.0633983	0.0751913	0.0852711	0.0652590	0.0707308	0.0677353	-255149.997
29820	0.2963423	0.0518361	0.0633983	0.0751913	0.0885759	0.0652590	0.0719866	0.0714994	-255147.934
29822	0.3243203	0.0594460	0.0693838	0.0623327	0.0801420	0.0596293	0.0648970	0.0653314	-255150.644
29824	0.3152067	0.0577755	0.0691857	0.0689462	0.0824592	0.0613534	0.0667734	0.0672203	-255147.538
29826	0.3152067	0.0546809	0.0691857	0.0689462	0.0824592	0.0613534	0.0652071	0.0672203	-255147.193
29828	0.3152067	0.0554775	0.0691857	0.0689462	0.0816080	0.0613534	0.0652071	0.0625363	-255147.765
29830	0.3078596	0.0541454	0.0701056	0.0706425	0.0794784	0.0628628	0.0651880	0.0688883	-255149.538
29832	0.3531988	0.0621195	0.0768542	0.0609834	0.0722638	0.0584708	0.0591876	0.0625535	-255148.368
29834	0.3531988	0.0590456	0.0768542	0.0620172	0.0722638	0.0584708	0.0591876	0.0588952	-255147.300
29836	0.3391380	0.0573732	0.0760783	0.0617825	0.0725542	0.0557110	0.0625509	0.0613370	-255146.725
29838	0.3391380	0.0573732	0.0717749	0.0617825	0.0731651	0.0620031	0.0625509	0.0638993	-255149.853
29840	0.2848122	0.0512152	0.0654749	0.0775233	0.0876862	0.0724267	0.0763740	0.0746416	-255150.436
29842	0.3355798	0.0620073	0.0746130	0.0609014	0.0754800	0.0598210	0.0602497	0.0647766	-255152.105
29844	0.3483454	0.0623628	0.0780179	0.0627205	0.0726089	0.0572104	0.0576203	0.0577938	-255149.226
29846	0.3174062	0.0552344	0.0734643	0.0650100	0.0792432	0.0594274	0.0670898	0.0652524	-255147.747
29848	0.3476296	0.0569850	0.0782432	0.0647971	0.0704468	0.0557978	0.0607102	0.0612670	-255149.499
29850	0.3408159	0.0569850	0.0785282	0.0653076	0.0749329	0.0641732	0.0607102	0.0612670	-255152.040
29852	0.3317773	0.0569850	0.0733809	0.0636041	0.0732408	0.0588269	0.0635442	0.0612670	-255146.196
29854	0.3676837	0.0616811	0.0794281	0.0587616	0.0701904	0.0543482	0.0587063	0.0566025	-255147.121
29856	0.3676837	0.0646990	0.0794281	0.0570637	0.0681667	0.0543482	0.0565585	0.0566025	-255146.187
29858	0.3595961	0.0617781	0.0794281	0.0570637	0.0709465	0.0568646	0.0605156	0.0566025	-255148.735
29860	0.3295209	0.0566112	0.0727850	0.0666487	0.0774218	0.0572020	0.0620856	0.0617686	-255147.599
29862	0.3275865	0.0593940	0.0727850	0.0666487	0.0774218	0.0615244	0.0638613	0.0664040	-255147.674
29864	0.3002718	0.0544417	0.0667161	0.0727115	0.0825180	0.0671211	0.0712336	0.0709056	-255146.960
29866	0.3525481	0.0626107	0.0765791	0.0619297	0.0705649	0.0569585	0.0620223	0.0560051	-255148.686
29868	0.3352311	0.0595353	0.0728175	0.0651288	0.0742100	0.0599008	0.0652261	0.0588981	-255148.686
29870	0.2943698	0.0509753	0.0615185	0.0728077	0.0858504	0.0669632	0.0729164	0.0717989	-255147.615
29872	0.3216383	0.0565681	0.0702722	0.0687780	0.0773624	0.0603426	0.0657073	0.0647002	-255145.467
29874	0.3216383	0.0565681	0.0721146	0.0643893	0.0773624	0.0603426	0.0657073	0.0647002	-255145.824
29876	0.2898961	0.0514856	0.0638671	0.0759842	0.0864369	0.0684323	0.0720761	0.0697417	-255145.708
29878	0.2898961	0.0514856	0.0653810	0.0727065	0.0864369	0.0684323	0.0712337	0.0736894	-255146.529
29880	0.2931267	0.0541567	0.0638050	0.0697718	0.0864369	0.0697014	0.0712337	0.0672172	-255150.094
29882	0.3477063	0.0629449	0.0741589	0.0636340	0.0735094	0.0599699	0.0622353	0.0622389	-255150.166
29884	0.3215792	0.0555154	0.0705772	0.0653948	0.0797049	0.0568402	0.0655422	0.0653975	-255147.090
29886	0.3215792	0.0555154	0.0731208	0.0671409	0.0781993	0.0568402	0.0655422	0.0653975	-255146.763
29888	0.3243010	0.0581015	0.0705781	0.0642315	0.0740789	0.0597666	0.0655422	0.0653975	-255147.646
29890	0.3013585	0.0522523	0.0653497	0.0721814	0.0801744	0.0664570	0.0685950	0.0727183	-255148.842
29892	0.3414206	0.0591986	0.0799002	0.0609524	0.0707668	0.0586590	0.0605461	0.0581892	-255149.490
29894	0.2927279	0.0516224	0.0638006	0.0746551	0.0843742	0.0640354	0.0721882	0.0693781	-255146.053
29896	0.2927279	0.0524961	0.0664138	0.0746551	0.0821201	0.0686768	0.0721882	0.0693781	-255147.105
29898	0.2834666	0.0504667	0.0616136	0.0776571	0.0854223	0.0714384	0.0727183	0.0721679	-255147.546
29900	0.3433272	0.0611240	0.0746248	0.0641173	0.0721299	0.0559952	0.0623547	0.0595851	-255146.115
29902	0.3092083	0.0550497	0.0689132	0.0711921	0.0800889	0.0621739	0.0661558	0.0661599	-255146.823
29904	0.3092083	0.0577587	0.0671966	0.0711921	0.0822942	0.0621739	0.0702289	0.0687099	-255150.335
29906	0.3749618	0.0700412	0.0814860	0.0560870	0.0678631	0.0512710	0.0579135	0.0520341	-255151.335
29908	0.3749618	0.0643104	0.0814860	0.0579181	0.0678631	0.0512710	0.0573579	0.0556063	-255145.905
29910	0.2799013	0.0496591	0.0604777	0.0807394	0.0923223	0.0675819	0.0756051	0.0691636	-255150.380
29912	0.3207239	0.0569017	0.0728472	0.0704627	0.0768889	0.0589798	0.0659819	0.0619276	-255148.478
29914	0.3207239	0.0592052	0.0731066	0.0676357	0.0768889	0.0618780	0.0659819	0.0641127	-255147.424
29916	0.3207239	0.0592052	0.0711657	0.0676357	0.0768889	0.0618780	0.0659819	0.0641127	-255146.707
29918	0.3299241	0.0609035	0.0732072	0.0657496	0.0747448	0.0645130	0.0641419	0.0595924	-255149.941
29920	0.3401802	0.0609035	0.0732072	0.0626098	0.0747448	0.0564418	0.0641419	0.0595924	-255147.905
29922	0.3165229	0.0578659	0.0695559	0.0658964	0.0786684	0.0651127	0.0640246	0.0627206	-255150.161
29924	0.3599513	0.0611472	0.0772234	0.0577163	0.0708574	0.0506052	0.0576676	0.0592888	-255149.928
29926	0.3654517	0.0611472	0.0772234	0.0593628	0.0680200	0.0547540	0.0582381	0.0592888	-255148.572
29928	0.3709203	0.0640571	0.0808401	0.0625163	0.0680200	0.0547540	0.0558317	0.0558926	-255149.710
29930	0.3696153	0.0640571	0.0808401	0.0580867	0.0714056	0.0547540	0.0558317	0.0558926	-255147.707
29932	0.3077266	0.0533313	0.0673042	0.0697689	0.0817842	0.0584418	0.0704324	0.0671335	-255147.990
29934	0.3533209	0.0628308	0.0792926	0.0592204	0.0744911	0.0550584	0.0597836	0.0569834	-255147.574
29936	0.3111573	0.0542807	0.0685023	0.0683084	0.0823701	0.0637310	0.0663976	0.0659593	-255145.968
29938	0.3111573	0.0560407	0.0685023	0.0683084	0.0801868	0.0583080	0.0695455	0.0659593	-255148.011
29940	0.3111573	0.0527927	0.0685023	0.0683084	0.0830056	0.0644198	0.0663802	0.0646363	-255147.497
29942	0.3588891	0.0633290	0.0771137	0.0606803	0.0677104	0.0572260	0.0589674	0.0574183	-255146.813
29944	0.3588891	0.0633290	0.0771137	0.0605005	0.0693543	0.0528644	0.0589674	0.0574183	-255145.880
29946	0.3277475	0.0578338	0.0740554	0.0628755	0.0759441	0.0602022	0.0645703	0.0628740	-255146.229
29948	0.3325227	0.0578338	0.0757194	0.0632173	0.0759441	0.0602022	0.0640517	0.0600284	-255146.643
29950	0.3395685	0.0578338	0.0776466	0.0617231	0.0717767	0.0575212	0.0622502	0.0600284	-255146.917
29952	0.3395685	0.0572190	0.0796347	0.0638717	0.0752250	0.0600303	0.0622502	0.0600284	-255148.864
29954	0.3395685	0.0581325	0.0753710	0.0607351	0.0711344	0.0544722	0.0622502	0.0610700	-255148.280
29956	0.3244097	0.0562514	0.0729320	0.0650254	0.0735133	0.0630127	0.0643320	0.0676761	-255149.499
29958	0.3275780	0.0568007	0.0736443	0.0628397	0.0801011	0.0551938	0.0637097	0.0670215	-255151.579
29960	0.3333741	0.0568007	0.0736443	0.0649840	0.0746751	0.0551938	0.0647316	0.0631975	-255147.179
29962	0.2712778	0.0493491	0.0646152	0.0782173	0.0913791	0.0745211	0.0779135	0.0760670	-255150.201
29964	0.3333596	0.0606426	0.0759504	0.0666614	0.0738299	0.0606429	0.0615206	0.0614936	-255148.404
29966	0.3333596	0.0578332	0.0719898	0.0616839	0.0776337	0.0606429	0.0615206	0.0639262	-255149.489
29968	0.2914973	0.0505706	0.0661354	0.0743145	0.0887828	0.0665096	0.0715475	0.0688071	-255146.630
29970	0.3001134	0.0505706	0.0661354	0.0734274	0.0864162	0.0597989	0.0725443	0.0688071	-255150.006
29972	0.2918418	0.0505706	0.0628014	0.0773989	0.0864162	0.0635816	0.0725443	0.0688071	-255148.387
29974	0.3236217	0.0549899	0.0710477	0.0684154	0.0724519	0.0615718	0.0641242	0.0639897	-255149.673
29976	0.2956286	0.0521443	0.0625804	0.0717158	0.0841893	0.0620474	0.0712207	0.0712024	-255148.010
29978	0.2826645	0.0498576	0.0635026	0.0750050	0.0834940	0.0648932	0.0721248	0.0695325	-255151.370
29980	0.3273272	0.0596705	0.0737841	0.0666071	0.0741457	0.0585915	0.0615981	0.0622415	-255149.269
29982	0.2726964	0.0497115	0.0600713	0.0786556	0.0901930	0.0765490	0.0769384	0.0747107	-255147.137
29984	0.3154561	0.0575064	0.0694906	0.0655167	0.0779675	0.0661729	0.0687576	0.0658478	-255149.495
29986	0.3103541	0.0550282	0.0669384	0.0691152	0.0809402	0.0654599	0.0678169	0.0662594	-255145.702
29988	0.3482905	0.0595375	0.0807433	0.0639732	0.0728365	0.0517126	0.0588911	0.0575386	-255150.922
29990	0.3391303	0.0580755	0.0759111	0.0644584	0.0746595	0.0607291	0.0626399	0.0612013	-255145.991
29992	0.2838176	0.0501298	0.0627293	0.0783023	0.0899919	0.0707376	0.0729632	0.0704226	-255147.076
29994	0.2806962	0.0495785	0.0620394	0.0765507	0.0882119	0.0715242	0.0770489	0.0752156	-255146.283
29996	0.3076433	0.0543381	0.0681116	0.0698455	0.0804852	0.0652592	0.0667490	0.0686273	-255146.315
29998	0.3239653	0.0559536	0.0701366	0.0678289	0.0781614	0.0579585	0.0648218	0.0666458	-255147.011
30000	0.3369859	0.0597757	0.0749275	0.0634919	0.0731637	0.0596067	0.0616528	0.0623845	-255145.623
30002	0.3123926	0.0556260	0.0703483	0.0676248	0.0827757	0.0624510	0.0656660	0.0664453	-255146.984
30004	0.3143610	0.0532945	0.0722366	0.0676248	0.0827757	0.0624510	0.0668072	0.0664453	-255147.402
30006	0.3383079	0.0621397	0.0747227	0.0628380	0.0719383	0.0580304	0.0620783	0.0617420	-255146.651
30008	0.3221012	0.0563680	0.0711431	0.0659997	0.0755579	0.0609503	0.0652018	0.0648486	-255145.514
30010	0.3135011	0.0591132	0.0678548	0.0674311	0.0784065	0.0594581	0.0666159	0.0662550	-255149.266
30012	0.3261878	0.0597100	0.0685398	0.0667571	0.0760636	0.0613516	0.0659501	0.0621274	-255148.901
30014	0.2995221	0.0519317	0.0662253	0.0699946	0.0828354	0.0644497	0.0715657	0.0727376	-255147.251
30016	0.3459674	0.0583451	0.0789515	0.0605980	0.0717149	0.0557974	0.0600571	0.0583066	-255147.426
30018	0.3169122	0.0536293	0.0723209	0.0626268	0.0782899	0.0609131	0.0677835	0.0667141	-255151.269
30020	0.3484290	0.0614968	0.0787895	0.0574852	0.0718624	0.0559122	0.0589000	0.0612369	-255149.829
30022	0.3742229	0.0627615	0.0780183	0.0588670	0.0690667	0.0537370	0.0566087	0.0580626	-255149.894
30024	0.3647077	0.0627615	0.0780183	0.0616951	0.0709095	0.0556805	0.0597564	0.0546295	-255149.893
30026	0.2951634	0.0519650	0.0653640	0.0711479	0.0856420	0.0697615	0.0729279	0.0710820	-255146.621
30028	0.2905695	0.0519650	0.0653640	0.0748752	0.0856420	0.0697615	0.0705471	0.0691872	-255147.030
30030	0.2905695	0.0519650	0.0638077	0.0748752	0.0856420	0.0697615	0.0738365	0.0743790	-255147.088
30032	0.3486964	0.0589567	0.0771376	0.0632958	0.0728475	0.0538177	0.0610771	0.0615258	-255147.124
30034	0.2987740	0.0531127	0.0669503	0.0717016	0.0801907	0.0628101	0.0703642	0.0689636	-255146.656
30036	0.2926487	0.0522801	0.0666027	0.0720757	0.0832324	0.0680771	0.0707314	0.0653384	-255149.584
30038	0.3457839	0.0597645	0.0757505	0.0610002	0.0743527	0.0576159	0.0598624	0.0576019	-255147.230
30040	0.2894910	0.0500349	0.0634185	0.0755467	0.0888110	0.0688196	0.0715029	0.0733371	-255146.448
30042	0.2894910	0.0500349	0.0634185	0.0755467	0.0881131	0.0688196	0.0743139	0.0737146	-255146.212
30044	0.2823847	0.0500349	0.0634185	0.0724518	0.0905386	0.0688196	0.0743139	0.0737146	-255146.865
30046	0.3453230	0.0611868	0.0775533	0.0607491	0.0740371	0.0561915	0.0622828	0.0587180	-255146.556
30048	0.3156408	0.0551003	0.0698388	0.0674595	0.0822153	0.0664042	0.0691626	0.0652041	-255148.665
30050	0.3477626	0.0607077	0.0732510	0.0626073	0.0722532	0.0543382	0.0611271	0.0591814	-255147.137
30052	0.2969645	0.0516701	0.0667591	0.0762124	0.0873766	0.0638426	0.0718188	0.0695328	-255148.123
30054	0.3184860	0.0530330	0.0730179	0.0668038	0.0798871	0.0655465	0.0670010	0.0635728	-255148.724
30056	0.3184860	0.0548078	0.0709884	0.0656883	0.0756606	0.0589924	0.0670010	0.0635728	-255147.552
30058	0.2860600	0.0492276	0.0637609	0.0731344	0.0892024	0.0698802	0.0724981	0.0736007	-255146.387
30060	0.3281029	0.0564627	0.0731320	0.0663843	0.0777720	0.0609258	0.0632082	0.0670719	-255147.889
30062	0.3260556	0.0575453	0.0731320	0.0663843	0.0792878	0.0618522	0.0647311	0.0653295	-255146.401
30064	0.2836935	0.0493879	0.0627651	0.0724600	0.0923838	0.0669137	0.0754228	0.0707698	-255148.611
30066	0.2836935	0.0493879	0.0627651	0.0727515	0.0923838	0.0669137	0.0754228	0.0707698	-255148.372
30068	0.3013310	0.0524584	0.0666672	0.0721117	0.0832185	0.0629970	0.0690618	0.0666275	-255145.928
30070	0.3610518	0.0610161	0.0775428	0.0619978	0.0675614	0.0498620	0.0593757	0.0607539	-255151.647
30072	0.3158740	0.0542907	0.0678400	0.0644883	0.0802645	0.0569935	0.0680657	0.0655248	-255150.490
30074	0.3101360	0.0502623	0.0666077	0.0688295	0.0817495	0.0630961	0.0693250	0.0667371	-255149.215
30076	0.3286639	0.0569822	0.0737889	0.0649494	0.0750251	0.0595392	0.0627816	0.0629749	-255145.817
30078	0.3366627	0.0599177	0.0737889	0.0649494	0.0750251	0.0566989	0.0627816	0.0618934	-255145.398
30080	0.3396586	0.0594366	0.0737889	0.0650537	0.0750251	0.0566989	0.0627816	0.0621080	-255145.961
30082	0.3602484	0.0648913	0.0805607	0.0595854	0.0696942	0.0519329	0.0575042	0.0591419	-255146.697
30084	0.2895732	0.0521606	0.0647560	0.0748179	0.0821365	0.0697500	0.0685686	0.0732540	-255152.749
30086	0.3193774	0.0547438	0.0698800	0.0693317	0.0774702	0.0652556	0.0673224	0.0678825	-255148.190
30088	0.3335031	0.0554720	0.0731605	0.0640053	0.0715186	0.0602423	0.0633794	0.0626674	-255148.530
30090	0.3379737	0.0607245	0.0794176	0.0673620	0.0744574	0.0532006	0.0631003	0.0582975	-255153.848
30092	0.3156306	0.0551199	0.0690677	0.0682777	0.0797281	0.0597704	0.0657901	0.0685364	-255146.766
30094	0.3058419	0.0548635	0.0687465	0.0685967	0.0817513	0.0600496	0.0678266	0.0688566	-255147.071
30096	0.3112847	0.0548635	0.0701791	0.0685967	0.0817513	0.0665836	0.0678266	0.0688566	-255146.894
30098	0.2846677	0.0508290	0.0625011	0.0756774	0.0917941	0.0678403	0.0729061	0.0721134	-255146.657
30100	0.3236829	0.0577954	0.0674302	0.0663791	0.0773136	0.0596631	0.0641184	0.0634212	-255148.503
30102	0.3236829	0.0577954	0.0713942	0.0634651	0.0773136	0.0624309	0.0641184	0.0634212	-255146.971
30104	0.3003961	0.0534048	0.0662579	0.0698270	0.0833070	0.0663741	0.0704787	0.0683376	-255145.413
30106	0.3085261	0.0534048	0.0662579	0.0698270	0.0833070	0.0674055	0.0726326	0.0683376	-255151.898
30108	0.3594053	0.0644910	0.0810233	0.0599420	0.0715136	0.0546024	0.0589818	0.0586634	-255146.242
30110	0.3009140	0.0526953	0.0694480	0.0757711	0.0834333	0.0637034	0.0688127	0.0684412	-255149.084
30112	0.2988088	0.0526953	0.0643233	0.0757711	0.0807991	0.0637034	0.0688127	0.0684412	-255149.674
30114	0.3454479	0.0616231	0.0718867	0.0626066	0.0758981	0.0570009	0.0615727	0.0612403	-255148.986
30116	0.3321094	0.0567792	0.0712668	0.0651211	0.0743589	0.0592903	0.0640457	0.0636999	-255146.250
30118	0.3300246	0.0549390	0.0712668	0.0651211	0.0743589	0.0612874	0.0618925	0.0636999	-255149.712
30120	0.3009599	0.0492767	0.0685780	0.0726754	0.0829033	0.0611669	0.0679897	0.0704872	-255151.013
30122	0.3009599	0.0520771	0.0657700	0.0726754	0.0850947	0.0679348	0.0709252	0.0676612	-255146.087
30124	0.3001209	0.0530731	0.0642875	0.0734476	0.0857875	0.0666599	0.0695941	0.0707121	-255146.917
30126	0.3568449	0.0589644	0.0786409	0.0617724	0.0690735	0.0560636	0.0606727	0.0594717	-255148.228
30128	0.2959148	0.0540920	0.0641010	0.0753845	0.0858194	0.0688227	0.0712332	0.0698231	-255147.664
30130	0.3718779	0.0666800	0.0790184	0.0574639	0.0656468	0.0514674	0.0577855	0.0573277	-255147.942
30132	0.3710482	0.0665313	0.0788421	0.0593403	0.0695774	0.0543640	0.0579147	0.0587137	-255149.087
30134	0.3558099	0.0592772	0.0788421	0.0618854	0.0695774	0.0581121	0.0587266	0.0587137	-255147.512
30136	0.2959108	0.0504158	0.0655212	0.0744670	0.0837230	0.0699267	0.0724545	0.0706505	-255146.698
30138	0.3089223	0.0572902	0.0739054	0.0678434	0.0787977	0.0637069	0.0649791	0.0643664	-255154.050
30140	0.2901779	0.0500928	0.0624826	0.0737272	0.0883180	0.0714039	0.0728298	0.0721430	-255146.466
30142	0.3332483	0.0579988	0.0723441	0.0656833	0.0740857	0.0575229	0.0620633	0.0623090	-255146.338
30144	0.3303879	0.0579988	0.0744274	0.0656833	0.0780869	0.0575229	0.0646135	0.0664731	-255148.313
30146	0.3205283	0.0542174	0.0724799	0.0656833	0.0755454	0.0614534	0.0646135	0.0622015	-255148.224
30148	0.2962332	0.0543031	0.0662828	0.0718244	0.0845667	0.0654580	0.0689025	0.0680170	-255147.562
30150	0.3446165	0.0604299	0.0771087	0.0617404	0.0726937	0.0562679	0.0592287	0.0584676	-255146.808
30152	0.2981175	0.0533058	0.0644506	0.0738832	0.0869708	0.0673189	0.0691565	0.0672043	-255148.098
30154	0.3632359	0.0615176	0.0785286	0.0606379	0.0713793	0.0552504	0.0602687	0.0586714	-255148.677
30156	0.3541253	0.0586687	0.0773525	0.0615599	0.0696766	0.0560905	0.0586706	0.0595635	-255147.732
30158	0.3101605	0.0503290	0.0663568	0.0698909	0.0812224	0.0653850	0.0703513	0.0694335	-255150.562
30160	0.3101605	0.0503290	0.0663568	0.0672505	0.0766111	0.0619731	0.0672555	0.0671340	-255153.452
30162	0.2830022	0.0503749	0.0641833	0.0781476	0.0906012	0.0664308	0.0720930	0.0733855	-255148.193
30164	0.2898747	0.0503749	0.0641833	0.0734553	0.0866724	0.0664308	0.0751998	0.0733855	-255146.991
30166	0.3498583	0.0587871	0.0782576	0.0632926	0.0710848	0.0544835	0.0616754	0.0601874	-255147.348
30168	0.2970785	0.0522610	0.0664516	0.0777066	0.0837139	0.0641631	0.0682618	0.0708804	-255151.103
30170	0.2970785	0.0522610	0.0664516	0.0737305	0.0866609	0.0641631	0.0682618	0.0708804	-255148.201
30172	0.3083248	0.0522610	0.0664516	0.0689006	0.0866609	0.0650203	0.0682618	0.0650601	-255149.344
30174	0.3593324	0.0604243	0.0768316	0.0595922	0.0709463	0.0562360	0.0590396	0.0576463	-255146.893
30176	0.3080975	0.0516123	0.0656267	0.0723545	0.0830594	0.0658375	0.0691198	0.0674886	-255147.848
30178	0.3444741	0.0600169	0.0754240	0.0623095	0.0742883	0.0548415	0.0618207	0.0603618	-255145.591
30180	0.3387819	0.0600169	0.0719403	0.0658887	0.0742883	0.0569257	0.0618207	0.0603618	-255147.268
30182	0.3387819	0.0614461	0.0719403	0.0646303	0.0742883	0.0569257	0.0618207	0.0603618	-255147.175
30184	0.2901321	0.0515320	0.0662248	0.0750148	0.0816407	0.0688371	0.0720385	0.0684465	-255148.463
30186	0.3016891	0.0515320	0.0662248	0.0750148	0.0848367	0.0692573	0.0676456	0.0684465	-255149.969
30188	0.3274565	0.0574488	0.0738286	0.0642448	0.0786382	0.0571279	0.0638640	0.0604706	-255147.383
30190	0.3176403	0.0553548	0.0696236	0.0662302	0.0778507	0.0587903	0.0658376	0.0666459	-255146.442
30192	0.3134962	0.0553548	0.0696236	0.0715006	0.0805563	0.0583326	0.0658376	0.0666459	-255148.024
30194	0.3476185	0.0613798	0.0772017	0.0610053	0.0726489	0.0579806	0.0614245	0.0601040	-255145.473
30196	0.3337999	0.0613798	0.0734027	0.0648907	0.0767522	0.0606135	0.0633190	0.0638483	-255147.585
30198	0.3337999	0.0584318	0.0734027	0.0642966	0.0767522	0.0606135	0.0633190	0.0621417	-255145.311
30200	0.3510593	0.0614531	0.0771980	0.0611355	0.0729787	0.0576335	0.0602060	0.0603984	-255145.624
30202	0.3399172	0.0584984	0.0771980	0.0648188	0.0716354	0.0576335	0.0602060	0.0603984	-255147.626
30204	0.2937488	0.0505530	0.0667128	0.0716574	0.0856544	0.0666917	0.0696686	0.0698912	-255146.958
30206	0.3257524	0.0537646	0.0761423	0.0627135	0.0790266	0.0615312	0.0634746	0.0668003	-255153.169
30208	0.3211618	0.0563392	0.0721140	0.0627135	0.0759585	0.0615312	0.0634746	0.0668003	-255150.580
30210	0.3211618	0.0563392	0.0721140	0.0648266	0.0783606	0.0615312	0.0650047	0.0623015	-255146.250
30212	0.3442591	0.0589627	0.0754720	0.0619423	0.0717793	0.0587935	0.0621124	0.0595295	-255145.881
30214	0.3404146	0.0614074	0.0754720	0.0636213	0.0741140	0.0641032	0.0621124	0.0635286	-255149.956
30216	0.3404146	0.0564719	0.0766968	0.0636213	0.0769231	0.0563955	0.0621124	0.0635286	-255148.833
30218	0.2885800	0.0510265	0.0621960	0.0739035	0.0889701	0.0665252	0.0732690	0.0749396	-255146.869
30220	0.2885800	0.0510265	0.0652601	0.0739035	0.0846536	0.0665252	0.0732690	0.0749396	-255146.845
30222	0.3037459	0.0520137	0.0684887	0.0731848	0.0830447	0.0617891	0.0680085	0.0695591	-255147.412
30224	0.3318477	0.0578059	0.0730615	0.0617064	0.0785284	0.0581209	0.0649092	0.0614081	-255148.312
30226	0.3340420	0.0578059	0.0758268	0.0633345	0.0764805	0.0619943	0.0634000	0.0614081	-255146.589
30228	0.2767630	0.0520689	0.0617387	0.0764422	0.0893481	0.0718850	0.0732803	0.0741172	-255149.660
30230	0.3462136	0.0643799	0.0763361	0.0618246	0.0722625	0.0581388	0.0619582	0.0568714	-255148.944
30232	0.3462136	0.0596787	0.0763361	0.0618246	0.0722625	0.0581388	0.0619582	0.0607236	-255145.553
30234	0.3119060	0.0562739	0.0687717	0.0686248	0.0787169	0.0584978	0.0651339	0.0635035	-255149.755
30236	0.3502113	0.0595452	0.0775094	0.0590465	0.0725119	0.0570360	0.0615570	0.0563447	-255148.534
30238	0.3464938	0.0612237	0.0775094	0.0628758	0.0725119	0.0534797	0.0595099	0.0598974	-255146.473
30240	0.3116860	0.0550733	0.0697231	0.0693001	0.0806098	0.0658122	0.0661557	0.0643945	-255146.611
30242	0.3116860	0.0550733	0.0697231	0.0696841	0.0759908	0.0658122	0.0661557	0.0674891	-255148.426
30244	0.3188341	0.0550733	0.0697231	0.0657571	0.0759908	0.0587370	0.0661557	0.0628311	-255147.702
30246	0.2991423	0.0541112	0.0654168	0.0699319	0.0854296	0.0634391	0.0716299	0.0691059	-255146.929
30248	0.2991423	0.0537485	0.0654168	0.0704519	0.0846053	0.0640514	0.0695942	0.0697530	-255145.963
30250	0.2955175	0.0537485	0.0670557	0.0710644	0.0860717	0.0640514	0.0696217	0.0697530	-255147.303
30252	0.2985333	0.0513707	0.0630184	0.0710644	0.0860717	0.0640514	0.0724724	0.0697530	-255147.939
30254	0.2985333	0.0543912	0.0665946	0.0711864	0.0860717	0.0680349	0.0666948	0.0699621	-255151.235
30256	0.2945549	0.0502290	0.0665975	0.0736249	0.0919138	0.0758463	0.0689794	0.0723586	-255157.006
30258	0.2929785	0.0513779	0.0657593	0.0719785	0.0898586	0.0658665	0.0674370	0.0734349	-255154.074
30260	0.3299766	0.0592677	0.0776711	0.0650810	0.0755103	0.0595546	0.0626217	0.0626237	-255148.119
30262	0.3404914	0.0592677	0.0736946	0.0648283	0.0755103	0.0552577	0.0616727	0.0626237	-255146.857
30264	0.3267303	0.0576694	0.0717848	0.0648283	0.0787746	0.0605381	0.0650282	0.0626237	-255145.599
30266	0.3403570	0.0609372	0.0758524	0.0622960	0.0714097	0.0572918	0.0615411	0.0587730	-255146.279
30268	0.3403570	0.0609372	0.0758524	0.0622960	0.0714097	0.0619663	0.0604951	0.0587730	-255148.553
30270	0.3455425	0.0609372	0.0758524	0.0603582	0.0714097	0.0553041	0.0629023	0.0622420	-255148.072
30272	0.2810586	0.0510276	0.0635173	0.0760472	0.0896382	0.0660442	0.0751180	0.0697432	-255147.904
30274	0.3022176	0.0540172	0.0672387	0.0718382	0.0846770	0.0623889	0.0709605	0.0658832	-255147.061
30276	0.3686970	0.0653392	0.0813319	0.0565320	0.0704632	0.0515781	0.0564978	0.0528024	-255148.858
30278	0.2791602	0.0491430	0.0611714	0.0775208	0.0936861	0.0685769	0.0751180	0.0755800	-255146.439
30280	0.2710910	0.0491430	0.0611714	0.0775208	0.0936861	0.0683424	0.0784476	0.0755800	-255147.100
30282	0.3103800	0.0525821	0.0687813	0.0689440	0.0802874	0.0650845	0.0709290	0.0672179	-255148.236
30284	0.3103800	0.0525821	0.0687813	0.0689440	0.0802874	0.0650845	0.0687715	0.0644858	-255146.488
30286	0.3103800	0.0525821	0.0687813	0.0689440	0.0834842	0.0650845	0.0664547	0.0703829	-255148.689
30288	0.3030367	0.0525821	0.0687813	0.0720830	0.0834842	0.0683416	0.0695702	0.0674905	-255146.383
30290	0.3070046	0.0525821	0.0687813	0.0682143	0.0847927	0.0683416	0.0678741	0.0674905	-255148.017
30292	0.3164045	0.0574377	0.0708872	0.0710633	0.0794656	0.0663113	0.0658576	0.0696283	-255151.283
30294	0.3177788	0.0542880	0.0677849	0.0669159	0.0794656	0.0615067	0.0658576	0.0661448	-255146.667
30296	0.3037584	0.0544247	0.0647942	0.0741283	0.0831335	0.0617314	0.0723093	0.0691978	-255150.468
