Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	sr[5]	TL
530	-5212.819	-5241.3	28.48114	0.2046837	0.0324482	0.0282422	0.017189	0.0620788	0.0478159	0.0418325	0.0707067	0.0250542	0.00532226	0.00234702	0.115987	0.0780532	0.011006	0.00545368	0.0150713	0.0195417	0.00480884	0.0366666	0.0252779	0.0125877	0.0219619	0.134354	0.267023	0.0426905	0.0950883	0.395231	0.0656135	0.290086	0.175965	0.248251	0.285698	0.000209079	0.0121923	0.125424	0.680436	4.18174	0.6794524
540	-5224.982	-5252.59	27.60861	0.1642888	0.0324482	0.0282303	0.0296037	0.0833451	0.0450665	0.0554491	0.089426	0.0335315	0.00698596	0.0117084	0.118424	0.0693847	0.0173562	0.00545368	0.00907841	0.0100915	0.00792777	0.0514587	0.0176843	0.0104818	0.0335689	0.125293	0.271275	0.0461194	0.112302	0.394747	0.0502631	0.285884	0.183341	0.240011	0.290763	3.04225e-05	0.00410979	0.0700344	0.536658	4.38917	0.766705
550	-5222.723	-5249.685	26.96122	0.2085193	0.0390039	0.0322196	0.0162982	0.0765911	0.0569134	0.0682266	0.0787693	0.0310421	0.0169871	0.00478102	0.143361	0.0794354	0.00934193	0.00499461	0.00644956	0.0145499	0.00471253	0.0637672	0.045208	0.00908469	0.029707	0.121056	0.262173	0.0515883	0.0956438	0.403605	0.0659335	0.274383	0.203696	0.218172	0.303749	0.000241487	0.0132209	0.130938	0.692264	4.16334	0.8314443
560	-5218.208	-5245.525	27.31671	0.1913936	0.0360522	0.0369362	0.0225554	0.071523	0.0414192	0.0585979	0.0714117	0.031186	0.00745088	0.00804587	0.171964	0.0940353	0.00964404	0.00450673	0.00895436	0.0156377	0.00870015	0.037003	0.0280247	0.0133421	0.0189039	0.109236	0.269077	0.0355403	0.103771	0.408978	0.073397	0.279471	0.194709	0.235978	0.289843	0.000121338	0.00897582	0.106539	0.637114	4.24725	0.795895
570	-5213.145	-5241.428	28.28245	0.237472	0.0354202	0.0429307	0.0211302	0.055126	0.0356319	0.0312879	0.0660225	0.0234074	0.00739592	0.00417002	0.13933	0.0688312	0.0176113	0.00294075	0.0149943	0.0113678	0.00477284	0.0400711	0.0332085	0.015909	0.0277613	0.105474	0.304968	0.0404971	0.0822786	0.398672	0.0681108	0.288831	0.189344	0.233964	0.287861	0.000616447	0.0223547	0.172809	0.772673	4.03155	0.6993205
580	-5221.291	-5248.841	27.5502	0.225499	0.0436905	0.0471967	0.0188133	0.0743505	0.0647623	0.041379	0.0651976	0.0292982	0.0166579	0.0106944	0.11977	0.0839203	0.0189014	0.00344177	0.0206623	0.0171407	0.00131841	0.0421134	0.0151131	0.0133027	0.0248219	0.101509	0.284035	0.0396828	0.097902	0.397515	0.0793562	0.263213	0.203271	0.235661	0.297855	0.000430822	0.0182939	0.155494	0.741238	4.08454	0.7725465
590	-5215.23	-5242.044	26.81389	0.1885939	0.0355819	0.0332682	0.0360663	0.0891547	0.0646115	0.0410435	0.0873322	0.0299546	0.0160643	0.00380655	0.135698	0.0768051	0.0190318	0.0092208	0.010535	0.0164556	0.00124383	0.0541941	0.0300991	0.0157573	0.0402523	0.119394	0.291942	0.0492129	0.0820389	0.381891	0.0755216	0.26946	0.20802	0.221506	0.301014	0.000107141	0.00836791	0.10262	0.627508	4.2614	0.8461766
600	-5213.711	-5241.375	27.66342	0.1852821	0.0255519	0.0345925	0.0262735	0.085557	0.0472583	0.0425498	0.0786687	0.0201337	0.0127115	0.00132946	0.104311	0.0873558	0.0169145	0.00786565	0.013445	0.0103479	0.00222466	0.0628353	0.0252886	0.0157573	0.0402523	0.115126	0.281508	0.0354422	0.078287	0.42795	0.0616868	0.261738	0.196884	0.243787	0.29759	9.20275e-05	0.00768034	0.0980185	0.615923	4.27829	0.7612243
610	-5214.589	-5241.941	27.35227	0.205133	0.0387245	0.0350958	0.0191	0.0645704	0.0602052	0.0486156	0.0736369	0.0339493	0.00580877	0.00972986	0.130013	0.0759473	0.014821	0.00708175	0.0103909	0.0106031	0.0081206	0.0508814	0.0400446	0.0147109	0.0402878	0.12054	0.280515	0.0401914	0.0956725	0.407426	0.0556555	0.253218	0.181614	0.247338	0.317829	0.000212697	0.0123105	0.126069	0.681837	4.17957	0.7923385
620	-5214.184	-5241.192	27.00795	0.1927405	0.0507462	0.0349687	0.0212218	0.0782298	0.0512366	0.0453504	0.0847745	0.0326755	0.0101199	0.00461095	0.145192	0.091292	0.0220686	0.00425083	0.0090537	0.0105758	0.00628729	0.0565804	0.0195419	0.0122769	0.035717	0.122043	0.25653	0.0419107	0.0761481	0.443364	0.0600038	0.27674	0.190654	0.24645	0.286156	0.000128658	0.00927697	0.108433	0.641675	4.24049	0.8267709
630	-5215.345	-5243.377	28.03206	0.1941387	0.0376267	0.0423748	0.0145603	0.053302	0.0557326	0.0446729	0.0804051	0.0267418	0.0106407	0.00630116	0.117735	0.0739465	0.00683886	0.00369683	0.00764859	0.0139483	0.00246736	0.0536864	0.0221097	0.0166653	0.0332598	0.144209	0.26965	0.0553168	0.0811741	0.384334	0.0653172	0.264652	0.184401	0.265405	0.285542	0.000136605	0.00959553	0.110404	0.646368	4.2335	0.7243603
640	-5216.185	-5243.808	27.6229	0.1905282	0.0373943	0.0429842	0.0224665	0.0666998	0.0509402	0.0388918	0.0762983	0.0248852	0.00741481	0.00778411	0.11332	0.0719113	0.0164552	0.00415432	0.00432614	0.00894255	0.00551153	0.0559642	0.052054	0.00967254	0.0472051	0.106213	0.336377	0.0455511	0.0815386	0.36504	0.0652802	0.26545	0.200053	0.244294	0.290204	0.000116806	0.00878532	0.105325	0.634163	4.25161	0.7652755
650	-5216.081	-5244.4	28.31854	0.2293153	0.0393478	0.0414005	0.0275674	0.0500273	0.036695	0.0365079	0.0541634	0.0289423	0.0091236	0.00538679	0.122478	0.0673353	0.00450099	0.00739192	0.00774173	0.0237426	0.00507557	0.0455593	0.040863	0.0126053	0.0292556	0.124813	0.299929	0.0338391	0.114967	0.3627	0.0637512	0.281886	0.184183	0.23137	0.302561	0.000484913	0.0195465	0.161021	0.751523	4.06742	0.6957117
660	-5223.835	-5251.161	27.32557	0.2014509	0.0474658	0.0309206	0.0333238	0.0472821	0.0496124	0.0480391	0.0645359	0.0345953	0.00803214	0.00513726	0.171981	0.0869964	0.0050849	0.00368519	0.0113441	0.0183124	0.00285969	0.0497745	0.040863	0.0165868	0.0185771	0.142418	0.257483	0.0307224	0.123846	0.380096	0.0654353	0.270761	0.187456	0.229264	0.312518	0.000184376	0.01136	0.120795	0.670236	4.19742	0.7950091
670	-5229.508	-5256.138	26.63044	0.195505	0.032802	0.0391457	0.0295919	0.105251	0.0481126	0.0298598	0.0833572	0.0339696	0.0159026	0.00284759	0.14307	0.0840988	0.0179462	0.000377578	0.00804914	0.0268671	0.00267069	0.0759338	0.0328801	0.0266525	0.025136	0.0742429	0.293951	0.0515613	0.0923022	0.423922	0.0640213	0.267462	0.1984	0.2416	0.292539	0.000144726	0.00991269	0.112336	0.650913	4.22669	0.8645221
680	-5213.344	-5240.337	26.99356	0.1934359	0.0436959	0.0391457	0.0332732	0.093885	0.0548002	0.0360289	0.0773142	0.0248821	0.0123961	0.00425228	0.155844	0.0944763	0.00986894	0.00225651	0.00999	0.0126056	0.00410225	0.0389765	0.0355565	0.0197232	0.025136	0.106724	0.290312	0.0436274	0.083079	0.391879	0.0843782	0.276901	0.205402	0.244349	0.273348	0.000132565	0.00943463	0.109412	0.644014	4.23701	0.8282096
690	-5212.898	-5240.677	27.77853	0.2046378	0.0432937	0.0351616	0.0294689	0.0680874	0.0508277	0.0441718	0.0702668	0.0347908	0.0039151	0.00234443	0.135944	0.0656029	0.0163408	0.00135004	0.0144206	0.0122956	0.00624066	0.0467728	0.0281637	0.0142786	0.0259755	0.127099	0.278404	0.0474819	0.0846423	0.384946	0.0774258	0.269632	0.192916	0.229885	0.307566	0.000208712	0.0121803	0.125358	0.680293	4.18196	0.7497132
700	-5217.067	-5244.795	27.72878	0.2064033	0.0255679	0.0317552	0.0202013	0.0804124	0.0517487	0.0435877	0.0851846	0.0331046	0.0106238	0.00246865	0.136617	0.0742303	0.013342	0.00078683	0.0098232	0.0110196	0.00272847	0.0494356	0.0212029	0.0150429	0.0358038	0.0809904	0.333709	0.0410036	0.0861129	0.395943	0.0622406	0.270891	0.192165	0.259196	0.277747	0.00022318	0.012648	0.127893	0.685775	4.17346	0.7546876
710	-5221.347	-5249.586	28.23887	0.2078576	0.0402764	0.030034	0.0344408	0.0536314	0.0406963	0.0347298	0.0730028	0.0311178	0.0133915	0.00499318	0.108306	0.0637518	0.0161336	0.00466822	0.00508641	0.00309137	0.00501573	0.0570817	0.0312458	0.0148382	0.0381464	0.134762	0.309129	0.0364834	0.0767865	0.377863	0.0649764	0.288338	0.185897	0.228059	0.297706	0.000235647	0.0130403	0.129985	0.690245	4.16649	0.703679
720	-5219.163	-5247.491	28.32836	0.2414773	0.0262816	0.0295818	0.0298614	0.0762779	0.0553765	0.0439817	0.0650048	0.0193432	0.0155097	0.00336941	0.105611	0.0635171	0.0174041	0.0118805	0.00501641	0.0138372	0.00726558	0.0376883	0.0219076	0.0183978	0.027616	0.0859134	0.283405	0.0595427	0.120588	0.380983	0.069568	0.26847	0.194021	0.24384	0.293669	0.000689434	0.0237968	0.178578	0.782659	4.01428	0.6947295
730	-5209.429	-5236.855	27.42605	0.1985571	0.0380152	0.0326679	0.0256775	0.0780322	0.0535104	0.0468152	0.067252	0.0325746	0.0106563	0.00356064	0.125194	0.0869923	0.0180184	0.00575421	0.0119396	0.0132975	0.00526154	0.0449029	0.0265136	0.0189477	0.0393768	0.099744	0.282671	0.0471491	0.0894092	0.412288	0.0687383	0.271798	0.184903	0.253065	0.290235	0.000164178	0.010642	0.116668	0.660924	4.2116	0.7849606
740	-5209.52	-5237.757	28.23737	0.173694	0.0311806	0.0354484	0.0160546	0.0584819	0.0475718	0.0328443	0.0748038	0.0290174	0.0100181	0.00464876	0.119282	0.0659713	0.0224043	0.000981825	0.00804289	0.0110675	0.00684673	0.0436865	0.0272012	0.0271466	0.0311286	0.112773	0.307629	0.051988	0.102505	0.352771	0.0723346	0.27156	0.196625	0.225109	0.306707	5.16375e-05	0.00554265	0.0822802	0.573435	4.33869	0.7038291
750	-5220.129	-5248.029	27.89955	0.215173	0.0342787	0.0312863	0.0383459	0.0682304	0.041198	0.0346422	0.0673224	0.0326942	0.00944877	0.00478716	0.128406	0.0780005	0.0117965	0.000647949	0.0166836	0.0140587	0.00591752	0.0494847	0.0256346	0.0175395	0.0272068	0.0993752	0.333751	0.0352723	0.0914439	0.359095	0.0810627	0.271481	0.190404	0.226236	0.311879	0.000306303	0.0151093	0.140542	0.7121	4.13194	0.7376107
760	-5217.853	-5245.896	28.04237	0.215997	0.0298778	0.0289366	0.0166509	0.0750547	0.0425777	0.0468698	0.0798068	0.0195122	0.00627407	0.00437652	0.104035	0.0884108	0.0167724	0.00133338	0.00432367	0.0184207	0.0117274	0.0477316	0.0303896	0.0135001	0.0367462	0.108978	0.249349	0.0504989	0.128148	0.40531	0.0577164	0.264416	0.189668	0.221789	0.324126	0.000315134	0.0153522	0.141734	0.714497	4.1281	0.7233286
770	-5219.666	-5247.216	27.55092	0.2445829	0.0361715	0.0404153	0.01743	0.0643771	0.0474704	0.0519685	0.0914215	0.02119	0.00327823	0.00427419	0.148729	0.0786099	0.0142372	6.68499e-05	0.000831207	0.0192458	0.00575331	0.0457089	0.0303896	0.016336	0.0345693	0.109743	0.31763	0.0445814	0.0941285	0.37489	0.0590277	0.277406	0.185679	0.239923	0.296993	0.000750023	0.0249426	0.183039	0.790226	4.00104	0.7724736
780	-5217.031	-5244.48	27.44858	0.1837996	0.023725	0.0375982	0.0316104	0.0643771	0.0490871	0.0447918	0.0645159	0.0362865	0.0105489	0.00950139	0.149733	0.0818626	0.00934287	0.00762773	0.000477017	0.0146399	0.0160724	0.0510285	0.0429171	0.0106599	0.0263046	0.104299	0.320437	0.0488927	0.100963	0.362445	0.062964	0.260847	0.192954	0.238736	0.307463	8.58189e-05	0.00738362	0.0959721	0.610657	4.2859	0.7827078
790	-5213.044	-5240.61	27.56602	0.1968787	0.0368587	0.0357062	0.0156097	0.0681682	0.0504272	0.0508903	0.0714778	0.0378599	0.011552	0.00432892	0.140693	0.0702883	0.00850726	0.00762773	0.000157846	0.0109046	0.010109	0.0500059	0.0285061	0.0185891	0.0426967	0.138868	0.234006	0.0498074	0.105216	0.405893	0.0662098	0.28359	0.18587	0.234182	0.296358	0.000153252	0.0102374	0.114283	0.655443	4.21988	0.7709645
800	-5221.668	-5248.703	27.03482	0.2251115	0.0415788	0.0543464	0.0263548	0.101964	0.0512321	0.0520319	0.0668992	0.0293803	0.0160834	0.00374053	0.12104	0.0926165	0.0114302	0.0136538	0.000164295	0.0102887	0.00797567	0.0439944	0.0344351	0.00909203	0.0357824	0.135161	0.21662	0.0393959	0.103791	0.455488	0.0495441	0.294058	0.192731	0.250036	0.263176	0.000425584	0.018169	0.154933	0.740179	4.08629	0.8240841
810	-5219.047	-5246.662	27.61481	0.2024987	0.0337564	0.0428176	0.0202938	0.0858825	0.0475062	0.0382408	0.0634226	0.022461	0.0110365	0.00369985	0.142871	0.0684199	0.00374167	0.0136538	0.00138358	0.0169957	0.0117678	0.0442284	0.0344351	0.0197073	0.0397629	0.120884	0.260331	0.0314947	0.0559125	0.46445	0.0669282	0.301181	0.186931	0.246532	0.265356	0.00019213	0.0116263	0.122293	0.673566	4.19232	0.7660847
820	-5221.206	-5248.537	27.33119	0.1836159	0.0370091	0.0244617	0.0211318	0.0665991	0.0587012	0.0361474	0.0853893	0.0269304	0.00509279	0.00394999	0.13198	0.0932698	0.0241719	0.00790873	0.00211873	0.00857781	0.00459911	0.0564831	0.0230234	0.028047	0.0488545	0.150819	0.266949	0.0446564	0.0681833	0.406304	0.0630878	0.272333	0.195053	0.260532	0.272083	8.50723e-05	0.00734732	0.095719	0.610001	4.28685	0.7944469
830	-5221.329	-5249.321	27.99185	0.1629055	0.0254931	0.0436216	0.0134419	0.0775327	0.0597206	0.0308769	0.0768702	0.0361887	0.0043346	0.00542799	0.114182	0.0756745	0.0171543	0.00615897	0.00544738	0.0233719	0.00710665	0.0417674	0.0258669	0.0137021	0.0244407	0.0977429	0.314738	0.048779	0.11493	0.34918	0.0746299	0.264283	0.200778	0.235321	0.299618	2.79999e-05	0.00392131	0.0682817	0.531072	4.3967	0.7283814
840	-5217.423	-5245.206	27.78326	0.2061957	0.0362398	0.043379	0.0330999	0.0603122	0.0576564	0.0479102	0.0637269	0.0283156	0.0124401	0.00702415	0.11702	0.0699433	0.0126731	0.00136987	0.00121936	0.0141702	0.0126554	0.0454108	0.0258669	0.016749	0.0420571	0.0959722	0.312708	0.0490599	0.104637	0.357883	0.0797394	0.276147	0.205103	0.217857	0.300893	0.000221442	0.0125925	0.127595	0.685134	4.17446	0.7492398
850	-5221.253	-5248.763	27.50973	0.2025224	0.0311338	0.0437424	0.0361083	0.0645986	0.0415832	0.0434165	0.0742148	0.0265954	0.0140345	0.00104402	0.137893	0.056337	0.00311748	0.00141353	0.00305296	0.019205	0.0137007	0.0607784	0.0548458	0.0125403	0.0372373	0.111017	0.279485	0.0298677	0.0992771	0.405165	0.0751888	0.276328	0.205579	0.228416	0.289677	0.000192308	0.0116323	0.122327	0.673641	4.19221	0.7765932
860	-5217.56	-5245.438	27.87756	0.1925772	0.0374899	0.0467029	0.022812	0.0670105	0.0384103	0.0541911	0.0629968	0.0310749	0.0102405	0.0030521	0.117969	0.0889641	0.00329715	0.00438355	0.0019411	0.0042627	0.00506989	0.0499716	0.0452002	0.0105541	0.0342159	0.133359	0.230726	0.0527492	0.0961278	0.43028	0.056758	0.279652	0.178579	0.252388	0.289381	0.000127753	0.00924016	0.108203	0.641124	4.24131	0.7398104
870	-5214.094	-5241.856	27.76251	0.2134813	0.0255468	0.0307235	0.0244396	0.0673493	0.0394099	0.0415518	0.063383	0.0266139	0.0126442	0.00521171	0.157641	0.084013	0.00402751	0.0161483	0.00141946	0.0136871	0.0119494	0.0383047	0.0285471	0.0159445	0.042759	0.154325	0.261171	0.0445163	0.0826971	0.395549	0.061742	0.261747	0.189535	0.249372	0.299346	0.000288743	0.0146168	0.138096	0.707137	4.13986	0.751315
880	-5214.894	-5242.473	27.57895	0.2060382	0.0300775	0.0489531	0.0252945	0.0818257	0.0444675	0.0424836	0.0779632	0.0273788	0.00958422	0.00406208	0.122759	0.0889802	0.00360316	0.012931	0.00659727	0.0131455	0.0125496	0.0407569	0.0232607	0.0165401	0.0364571	0.119063	0.275303	0.0450709	0.0996049	0.388505	0.0724534	0.286206	0.184992	0.217758	0.311044	0.000220129	0.0125505	0.127369	0.684647	4.17521	0.7696707
890	-5214.202	-5242.46	28.25783	0.1983997	0.0277659	0.0297707	0.0180574	0.0754949	0.0488343	0.0348229	0.0710963	0.026609	0.0160752	0.00251508	0.134326	0.0639739	0.0188884	0.0107536	0.00871628	0.00509744	0.00365206	0.0447863	0.0139747	0.0131608	0.0334112	0.100536	0.291383	0.0408803	0.0957514	0.396809	0.0746407	0.278575	0.186862	0.242192	0.292371	0.000163128	0.0106037	0.116444	0.660413	4.21238	0.7017827
900	-5222.406	-5250.717	28.31142	0.1945533	0.0249431	0.0331696	0.0190585	0.0620711	0.0454464	0.0328792	0.0699194	0.017546	0.0119765	0.00312806	0.112263	0.0737731	0.0138251	0.00625037	0.0124361	0.0180228	0.000835751	0.0512838	0.03281	0.0062806	0.0485051	0.116994	0.295905	0.0484894	0.0550928	0.421629	0.0618888	0.261507	0.188733	0.249284	0.300476	0.000139032	0.00969115	0.11099	0.647751	4.23143	0.6964238
910	-5215.326	-5243.325	27.99943	0.2391046	0.0402595	0.0308659	0.0201592	0.0708909	0.0530722	0.0468213	0.0539967	0.029231	0.00980296	0.00816477	0.117874	0.0775969	0.0245565	0.00740837	0.00661243	0.0174775	0.000126862	0.0423366	0.0173034	0.025226	0.0278395	0.122014	0.294292	0.0413933	0.0765531	0.380844	0.0849036	0.263786	0.199216	0.242322	0.294676	0.000645508	0.0229376	0.175162	0.776774	4.02448	0.7276226
920	-5220.185	-5248.536	28.35126	0.1857939	0.0347194	0.0233116	0.024711	0.047453	0.0457633	0.0392896	0.0876118	0.0203862	0.0103034	0.00348691	0.104103	0.0738316	0.0183313	0.00404596	0.00108081	0.0213676	0.0119028	0.0479915	0.0204804	0.0169602	0.035308	0.138315	0.307426	0.0430781	0.0794734	0.374034	0.0576736	0.273692	0.173757	0.24506	0.307491	9.42491e-05	0.00778436	0.098727	0.617729	4.27567	0.6924395
930	-5218.652	-5246.057	27.40511	0.1913533	0.0472079	0.0558153	0.0145562	0.0741109	0.0462562	0.0381975	0.0847772	0.0357945	0.00793441	0.00838433	0.129369	0.0920277	0.021077	0.00939795	0.00233238	0.0126976	0.0146482	0.0367259	0.0171483	0.0110662	0.0275296	0.121323	0.293943	0.0411519	0.106065	0.380945	0.0565729	0.259482	0.205667	0.241708	0.293143	0.000121124	0.00896689	0.106482	0.636977	4.24745	0.7870545
940	-5212.394	-5240.357	27.96317	0.2016252	0.0312739	0.0412267	0.0166241	0.0621949	0.0475881	0.0446168	0.0683279	0.0389618	0.0074892	0.00487522	0.110566	0.095465	0.0152459	0.0129938	0.000998804	0.00942689	0.00581094	0.0414946	0.0296293	0.0058595	0.040579	0.144683	0.261885	0.0354598	0.0803147	0.404891	0.0727667	0.272307	0.19676	0.240103	0.290829	0.00018565	0.011404	0.121044	0.670792	4.19657	0.7312488
950	-5212.357	-5240.075	27.71763	0.1750705	0.027208	0.0375469	0.0325066	0.0688685	0.0475881	0.0475507	0.0612397	0.026158	0.00683075	0.00537522	0.151219	0.0757412	0.00858526	0.0114828	0.0109722	0.012166	0.00306395	0.0399736	0.0338017	0.0167577	0.0311663	0.13454	0.274415	0.0419183	0.0850332	0.387332	0.076761	0.265839	0.200588	0.238872	0.294702	5.55289e-05	0.00577487	0.0841159	0.578643	4.33141	0.7558026
960	-5225.618	-5252.271	26.65367	0.2223729	0.0211818	0.0387812	0.0186533	0.0905179	0.059308	0.0409026	0.0944316	0.0261674	0.0169618	0.00267776	0.176204	0.0946139	0.0121051	0.0104572	0.00789122	0.0214556	0.00340111	0.0598146	0.0335301	0.00778425	0.0253589	0.12279	0.247725	0.0267241	0.0861003	0.44794	0.0687216	0.269308	0.182253	0.246603	0.301836	0.000389856	0.0172979	0.150965	0.732621	4.09873	0.8621988
970	-5214.189	-5241.919	27.72973	0.2235238	0.0422794	0.0378877	0.0247368	0.0661057	0.0496201	0.0405476	0.0924107	0.0265637	0.00926232	0.00310306	0.118045	0.0744901	0.0115241	0.0134522	0.00210671	0.00851631	0.00704252	0.0466253	0.0321125	0.0147169	0.0334442	0.146159	0.253123	0.0403419	0.102337	0.406136	0.0519031	0.270876	0.192733	0.25794	0.27845	0.000404596	0.0176614	0.152633	0.735814	4.09349	0.7545931
980	-5214.328	-5242.395	28.06658	0.1793851	0.0328196	0.0335089	0.0231624	0.05998	0.0414915	0.0463063	0.0497999	0.0283218	0.00981069	0.00275824	0.127207	0.0924061	0.0116737	0.0108963	0.00394589	0.016546	0.0101016	0.0519896	0.0239267	0.0149598	0.0292958	0.108429	0.250582	0.0326118	0.123404	0.420686	0.0642866	0.29418	0.187029	0.23537	0.28342	6.92267e-05	0.00654054	0.0899322	0.594685	4.30877	0.7209079
990	-5219.129	-5246.723	27.5936	0.1747068	0.0308017	0.0342652	0.0276505	0.0717795	0.046343	0.0507807	0.0810754	0.0219779	0.00427004	0.0039664	0.133884	0.0825318	0.0220251	0.00652353	0.0069919	0.0181686	0.0043335	0.0630324	0.0180706	0.0124112	0.0273227	0.101371	0.299083	0.0528424	0.0704214	0.393699	0.082584	0.281826	0.210822	0.231644	0.275708	5.44791e-05	0.00571295	0.0836299	0.577271	4.33333	0.7682058
1000	-5218.462	-5245.774	27.31164	0.2260907	0.0272813	0.0416835	0.0197782	0.069813	0.0519667	0.0397329	0.0826905	0.044596	0.0134666	0.00511375	0.1404	0.0926971	0.0169018	0.0029292	0.00236965	0.0180191	0.00288504	0.0538394	0.0286336	0.0108962	0.0307092	0.0977541	0.28346	0.0345706	0.0785158	0.440169	0.0655304	0.298215	0.189421	0.22599	0.286374	0.000438911	0.0184855	0.156351	0.742849	4.08187	0.7964023
1010	-5221.913	-5249.815	27.90241	0.2328666	0.0222084	0.0520395	0.0231234	0.0689107	0.0359942	0.0357876	0.0738712	0.0400024	0.0134666	0.00368037	0.117228	0.0682674	0.0270331	0.00706577	0.00626121	0.0165554	0.000875051	0.0538394	0.0267656	0.00771809	0.0366315	0.118327	0.279582	0.0376657	0.117161	0.393205	0.0540598	0.270298	0.211152	0.230602	0.287948	0.000539442	0.0207475	0.166158	0.760868	4.05169	0.7373251
1020	-5224.734	-5252.172	27.43754	0.2260061	0.0440465	0.0420112	0.022256	0.0936024	0.0347862	0.0590849	0.0834279	0.0281648	0.0182829	0.00379608	0.0955583	0.0690165	0.0265067	0.0191526	0.0120625	0.0162943	0.00163127	0.0411451	0.0250624	0.0205161	0.0274073	0.112029	0.310094	0.0586541	0.104575	0.347543	0.067104	0.266927	0.201149	0.231931	0.299993	0.000437747	0.018458	0.156229	0.742619	4.08226	0.783812
1030	-5221.881	-5248.967	27.08611	0.1962296	0.0211284	0.0366297	0.0285921	0.0762886	0.0670975	0.0390117	0.0815204	0.0454158	0.0137313	0.00883072	0.113953	0.09208	0.0155713	0.00488781	0.00875742	0.0162968	0.000256278	0.0678644	0.0331772	0.0101474	0.037717	0.0958105	0.276644	0.0471641	0.0888197	0.421275	0.070287	0.263353	0.190653	0.24885	0.297145	0.000149177	0.0100832	0.113363	0.653308	4.2231	0.8189548
1040	-5210.517	-5238.004	27.48699	0.221011	0.0415769	0.0433355	0.0278816	0.0711039	0.0478598	0.0438871	0.0585253	0.0261831	0.00822985	0.00169209	0.139383	0.0709654	0.020853	0.000936613	0.00699109	0.0179934	0.0133207	0.0461238	0.0310361	0.0185255	0.0424633	0.122816	0.283425	0.0368578	0.0883173	0.398731	0.0698517	0.270618	0.198629	0.248245	0.282507	0.00037292	0.0168725	0.148993	0.728813	4.10495	0.7788667
1050	-5214.772	-5242.359	27.58735	0.189703	0.0300793	0.0334966	0.0261215	0.0765378	0.0606328	0.0579739	0.0677166	0.0313081	0.00816334	0.00285755	0.137904	0.0671528	0.0127365	0.00222009	0.0062392	0.0201378	0.0050131	0.0358866	0.0348951	0.00972924	0.0420291	0.115989	0.294915	0.0474886	0.104746	0.359843	0.0770186	0.276488	0.195688	0.216891	0.310933	0.000112605	0.00860582	0.104169	0.631334	4.25578	0.7688309
1060	-5216.498	-5244.05	27.55254	0.2128313	0.036514	0.0365441	0.0200325	0.066987	0.0565814	0.0369127	0.0723743	0.0361429	0.0103581	0.00378364	0.127533	0.0788455	0.0100116	0.000652501	0.0116343	0.00838579	0.0153169	0.0413389	0.0211587	0.0232712	0.0579331	0.11071	0.279629	0.0307737	0.0662179	0.440909	0.0717599	0.257549	0.194197	0.255706	0.292549	0.000282195	0.0144298	0.137157	0.705216	4.14291	0.7723124
1070	-5222.431	-5250.077	27.64603	0.2069978	0.046596	0.0335299	0.0239946	0.0818914	0.0352133	0.0345816	0.0608237	0.0342067	0.012599	0.00411166	0.137312	0.0560034	0.0313135	0.000111126	0.0104478	0.0218803	0.0153169	0.0480589	0.0376112	0.0135509	0.0238088	0.144142	0.251669	0.0344378	0.0706782	0.428908	0.0701646	0.281427	0.187483	0.248954	0.282136	0.000228216	0.0128076	0.128748	0.687608	4.17061	0.7629626
1080	-5220.564	-5247.42	26.85597	0.2190671	0.035521	0.0453117	0.0339143	0.0736602	0.0514765	0.0334731	0.0875802	0.0301421	0.0168967	0.00308016	0.159474	0.0684952	0.00747523	0.000828985	0.0113318	0.00568436	0.0100836	0.0585646	0.0480467	0.0229878	0.0379407	0.133183	0.244329	0.0496859	0.0701888	0.437478	0.0651358	0.279099	0.186495	0.237558	0.296849	0.000349675	0.0162745	0.146177	0.723318	4.11388	0.8419686
1090	-5212.408	-5239.996	27.5881	0.1972855	0.0333645	0.0301515	0.0197875	0.0717297	0.0596248	0.0488012	0.0598193	0.0244268	0.0162358	0.00465699	0.114406	0.0804313	0.0191941	0.00448979	0.0121118	0.0163317	0.00624305	0.0614437	0.0274913	0.0181168	0.0398978	0.110712	0.255148	0.0464459	0.0915587	0.423503	0.072632	0.281927	0.194073	0.240429	0.283571	0.000155848	0.0103347	0.114861	0.656777	4.21787	0.7687555
1100	-5219.117	-5247.437	28.31985	0.1994704	0.0435849	0.0327197	0.0178648	0.0553547	0.0546448	0.0450157	0.0691345	0.0209259	0.00796213	0.00310019	0.105531	0.0584827	0.0175489	0.00514442	0.00473426	0.00809311	0.00385051	0.0522536	0.0210849	0.0136806	0.0548701	0.123599	0.230738	0.0380588	0.0847026	0.455856	0.0670453	0.291464	0.189056	0.238386	0.281094	0.000170363	0.0108658	0.117969	0.663882	4.20711	0.6955811
