Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
800	0.3013221	0.0510729	0.0633001	0.0866682	0.0817331	0.0703597	0.0645495	0.0705642	0.0602489	0.1421539	0.0014571	0.0235232	0.0070198	-255118.314
805	0.3227658	0.0568532	0.0663316	0.0795626	0.0763669	0.0610125	0.0572034	0.0604592	0.0137183	0.1421539	0.0058731	0.0490073	0.0070198	-255122.826
810	0.2820496	0.0513910	0.0622429	0.0695946	0.0784871	0.0700749	0.0677423	0.0700986	0.0829178	0.0464020	0.0013682	0.0174242	0.0479977	-255121.976
815	0.3016473	0.0515862	0.0672082	0.0616048	0.0796031	0.0648978	0.0683022	0.0569360	0.0382973	0.0225875	0.0013415	0.0174242	0.0479977	-255117.440
820	0.3016473	0.0500395	0.0672082	0.0728155	0.0905778	0.0648978	0.0683022	0.0784822	0.0235858	0.0225875	0.0021009	0.0049133	0.0479977	-255117.455
825	0.2996583	0.0562481	0.0645153	0.0671203	0.0996808	0.0637900	0.0709382	0.0771426	0.0566478	0.0225875	0.0064641	0.0309835	0.0464824	-255122.411
830	0.3139837	0.0556093	0.0619423	0.0687596	0.0742277	0.0624262	0.0672498	0.0691441	0.0120506	0.0434537	0.0249338	0.0103402	0.0465437	-255120.884
835	0.3107326	0.0581434	0.0614662	0.0647912	0.0740464	0.0622737	0.0683421	0.0645011	0.2133561	0.1161039	0.0553377	0.0422288	0.0310944	-255123.027
840	0.3311362	0.0575078	0.0682316	0.0640520	0.0878490	0.0668669	0.0656295	0.0601053	0.0177485	0.1029560	0.0196154	0.0120246	0.0135383	-255119.439
845	0.2811451	0.0502796	0.0623179	0.0988577	0.1001337	0.0818428	0.0718575	0.0658090	0.0865552	0.0818371	0.0570621	0.0109232	0.0298301	-255125.209
850	0.3228331	0.0551880	0.0659053	0.0634637	0.0712630	0.0564406	0.0667431	0.0648894	0.0865552	0.0788978	0.0640196	0.0240361	0.0443790	-255123.602
855	0.3911132	0.0680076	0.0837744	0.0669353	0.0678670	0.0502202	0.0545627	0.0505147	0.1880824	0.0289119	0.0156146	0.0099804	0.0201752	-255117.023
860	0.3181782	0.0544972	0.0692994	0.0850480	0.0922028	0.0630759	0.0659595	0.0610660	0.0445548	0.0153264	0.0241128	0.0050219	0.0126545	-255119.624
865	0.3449570	0.0614888	0.0778504	0.0711325	0.0725357	0.0528253	0.0599005	0.0673615	0.0861963	0.0153264	0.0171762	0.0194661	0.0468454	-255118.970
870	0.3322546	0.0581484	0.0720151	0.0580739	0.0855537	0.0597062	0.0620884	0.0559640	0.0200529	0.0153264	0.0055070	0.0409937	0.0154357	-255119.603
875	0.3433212	0.0581484	0.0738422	0.0680656	0.0748741	0.0597062	0.0633682	0.0602099	0.0200529	0.0530515	0.0172030	0.0171153	0.0493825	-255121.850
880	0.3164857	0.0551868	0.0680704	0.0738370	0.0828122	0.0699222	0.0669954	0.0639961	0.0525316	0.0190414	0.0074866	0.0171153	0.0143096	-255119.474
885	0.2762054	0.0502868	0.0535026	0.0943080	0.0887178	0.0782701	0.0724565	0.0733308	0.0668817	0.0097398	0.0173394	0.0032713	0.0143096	-255123.180
890	0.3848285	0.0658263	0.0731771	0.0677191	0.0706658	0.0572262	0.0568507	0.0536149	0.0277325	0.0244749	0.0110183	0.0032713	0.0010776	-255121.858
895	0.3097868	0.0502788	0.0714423	0.0708272	0.0760349	0.0602671	0.0695755	0.0656154	0.0784157	0.0107030	0.0146755	0.0035069	0.0323951	-255123.673
900	0.2912619	0.0495674	0.0653752	0.0722366	0.0828165	0.0654521	0.0709599	0.0721724	0.0302953	0.0246120	0.0352972	0.0013325	0.0092540	-255123.593
905	0.2989555	0.0506648	0.0636260	0.0877917	0.0914369	0.0646287	0.0712384	0.0724557	0.0302953	0.0192011	0.0096578	0.0004507	0.0092540	-255121.991
910	0.3199033	0.0512082	0.0731251	0.0790846	0.0843580	0.0576882	0.0657232	0.0588094	0.0171383	0.0342758	0.0193102	0.0014923	0.0113052	-255120.976
915	0.3201988	0.0512082	0.0733340	0.0694370	0.0861314	0.0576882	0.0657232	0.0634080	0.1092567	0.0240894	0.0191400	0.0002159	0.0117629	-255120.917
920	0.3557103	0.0556281	0.0786680	0.0774295	0.0686160	0.0519290	0.0591619	0.0567913	0.1496200	0.0142375	0.0222534	0.0001791	0.0506757	-255119.982
925	0.3620447	0.0607594	0.0730681	0.0610787	0.0686160	0.0519290	0.0591619	0.0553113	0.0362505	0.0201293	0.0065137	0.0005293	0.0631935	-255128.391
930	0.3691559	0.0595414	0.0779918	0.0601438	0.0686150	0.0549215	0.0582564	0.0570754	0.0547345	0.0201293	0.0178857	0.0008500	0.0049797	-255120.695
935	0.3440804	0.0551231	0.0770019	0.0655880	0.0748259	0.0598929	0.0635297	0.0622418	0.0101710	0.0210200	0.0369371	0.0002311	0.0049797	-255120.889
940	0.3358928	0.0529837	0.0758024	0.0655880	0.0840260	0.0612675	0.0635297	0.0656368	0.0137657	0.0203467	0.0224676	0.0000682	0.0107163	-255123.479
945	0.2944387	0.0473219	0.0606242	0.0919809	0.0925477	0.0684935	0.0736183	0.0711254	0.0450767	0.0093566	0.0097015	0.0001548	0.0107163	-255124.623
950	0.3367239	0.0545295	0.0758875	0.0678213	0.0806160	0.0605994	0.0641272	0.0619556	0.0450767	0.0136586	0.0039264	0.0001338	0.0107163	-255122.418
955	0.3321916	0.0532727	0.0789615	0.0813506	0.0718066	0.0605994	0.0641272	0.0621486	0.0450767	0.0060958	0.0150745	0.0001338	0.0299121	-255121.865
960	0.3382627	0.0542128	0.0727649	0.0732222	0.0718066	0.0676960	0.0641272	0.0542241	0.0371378	0.0073745	0.0161860	0.0001118	0.0212821	-255126.657
965	0.3397466	0.0511844	0.0710189	0.0732222	0.0777564	0.0598257	0.0641272	0.0665436	0.0619037	0.0069070	0.0161860	0.0004707	0.0106408	-255125.510
970	0.3251306	0.0537788	0.0686641	0.0677725	0.0912098	0.0613705	0.0657830	0.0655460	0.0160176	0.0177508	0.0088309	0.0030532	0.0087833	-255129.197
975	0.3269088	0.0526425	0.0712852	0.0671185	0.0751900	0.0607783	0.0651482	0.0649135	0.0176552	0.0304347	0.0099830	0.0032563	0.0087833	-255123.927
980	0.3160856	0.0519437	0.0673777	0.0885997	0.0895164	0.0643030	0.0689264	0.0592790	0.0940859	0.0689127	0.0061699	0.0016862	0.0129254	-255122.320
985	0.3447762	0.0590037	0.0745540	0.0677314	0.0796907	0.0511889	0.0654117	0.0617966	0.0230365	0.0197068	0.0441702	0.0068709	0.0084960	-255123.689
990	0.3697072	0.0646580	0.0803035	0.0606892	0.0818298	0.0498010	0.0586107	0.0630879	0.0370788	0.0333372	0.0228575	0.0205731	0.0438017	-255123.630
995	0.2999032	0.0529792	0.0616100	0.0748150	0.0809434	0.0592382	0.0724379	0.0684190	0.0370788	0.0333372	0.0027289	0.0077854	0.0087167	-255128.647
1000	0.3031021	0.0544054	0.0648314	0.0774487	0.0858627	0.0679165	0.0699659	0.0690906	0.0370788	0.0162517	0.0033567	0.0060359	0.0087167	-255125.054
1005	0.3834611	0.0665063	0.0792511	0.0624116	0.0701790	0.0555591	0.0542751	0.0491344	0.0182640	0.0162517	0.0044544	0.0011039	0.0083490	-255126.567
1010	0.3280587	0.0541425	0.0700965	0.0753983	0.0775061	0.0656328	0.0641160	0.0628817	0.0418696	0.0162517	0.0278942	0.0004232	0.0191787	-255120.564
1015	0.3345821	0.0511457	0.0737727	0.0623624	0.0775061	0.0622173	0.0641160	0.0634418	0.0367687	0.0162517	0.0555675	0.0011909	0.0414495	-255120.274
1020	0.3286861	0.0535796	0.0760936	0.0725998	0.0819002	0.0622173	0.0641160	0.0622613	0.0367687	0.0095178	0.0222766	0.0014274	0.0414495	-255122.019
1025	0.3305704	0.0552999	0.0769351	0.0544909	0.0756702	0.0624638	0.0637505	0.0640753	0.0986727	0.0032888	0.0119967	0.0028744	0.0414495	-255121.893
1030	0.3143252	0.0529034	0.0737383	0.0678426	0.0772604	0.0637764	0.0625408	0.0654218	0.0324628	0.0017645	0.0445000	0.0104486	0.0358682	-255118.453
1035	0.3143252	0.0554914	0.0786436	0.0678426	0.0772604	0.0642897	0.0614201	0.0620351	0.0153761	0.0011939	0.0152457	0.0078260	0.0358682	-255119.849
1040	0.3520146	0.0569056	0.0808715	0.0618164	0.0703977	0.0495774	0.0624395	0.0543857	0.0572819	0.0049712	0.0558668	0.0024663	0.0119585	-255116.086
1045	0.3483359	0.0595917	0.0800294	0.0631558	0.0703977	0.0530272	0.0665036	0.0545379	0.0572819	0.0022690	0.0558668	0.0101654	0.0544875	-255124.850
1050	0.3566811	0.0576438	0.0789102	0.0632303	0.0704808	0.0614354	0.0611329	0.0602150	0.0572819	0.0146078	0.0400845	0.0068114	0.0195408	-255121.920
1055	0.3342549	0.0525944	0.0720457	0.0679027	0.0809947	0.0581425	0.0609274	0.0635827	0.0680337	0.0191995	0.0453043	0.0055968	0.0261769	-255118.098
1060	0.3223097	0.0563754	0.0715099	0.0671986	0.0809947	0.0668319	0.0645885	0.0635827	0.0676330	0.0332159	0.0052543	0.0237835	0.0149108	-255122.534
1065	0.3248760	0.0545005	0.0734433	0.0827887	0.0788625	0.0650725	0.0633789	0.0674028	0.0792533	0.0517082	0.0052220	0.0374460	0.0280534	-255120.485
1070	0.3107661	0.0573263	0.0671947	0.0696110	0.0813898	0.0673102	0.0603245	0.0645778	0.0792533	0.0617460	0.0052220	0.0121940	0.0280534	-255120.092
1075	0.3497711	0.0624844	0.0792411	0.0722575	0.0689716	0.0598197	0.0549270	0.0538464	0.0792533	0.0239115	0.0035344	0.0121940	0.0229432	-255127.831
1080	0.3261713	0.0644366	0.0698061	0.0702818	0.0829249	0.0636972	0.0633807	0.0506102	0.0464404	0.0614928	0.0052870	0.0408402	0.0147890	-255135.198
1085	0.2870464	0.0578825	0.0606306	0.0773711	0.0847647	0.0701224	0.0651855	0.0650030	0.1861633	0.1852256	0.0056501	0.0127797	0.0306334	-255119.466
1090	0.2524889	0.0501018	0.0589783	0.0912424	0.1128261	0.0636368	0.0715218	0.0699325	0.1470632	0.0641718	0.0444020	0.0461765	0.0485013	-255116.979
1095	0.2850238	0.0577728	0.0680083	0.0927736	0.0858222	0.0640470	0.0706797	0.0698152	0.0521069	0.0052942	0.0047868	0.0343670	0.0165354	-255126.139
1100	0.2721822	0.0518773	0.0641307	0.0780888	0.0898713	0.0670687	0.0772903	0.0690015	0.1371850	0.0171758	0.0008990	0.0343670	0.0593391	-255124.232
1105	0.2775208	0.0546186	0.0660678	0.0771642	0.0941405	0.0677976	0.0746683	0.0687959	0.0950412	0.0065753	0.0014083	0.0343670	0.0455732	-255124.925
1110	0.3380286	0.0649439	0.0750848	0.0745837	0.0719966	0.0556617	0.0569814	0.0599350	0.0412173	0.0055543	0.0053684	0.0343670	0.0310495	-255121.479
1115	0.3073917	0.0592127	0.0685585	0.0799536	0.0788502	0.0609603	0.0641470	0.0656404	0.1425101	0.0055543	0.0030647	0.0343670	0.0310495	-255125.014
1120	0.2671279	0.0532256	0.0582815	0.0939456	0.0893005	0.0690396	0.0763782	0.0689912	0.1425101	0.0189609	0.0031158	0.0700717	0.0099167	-255119.393
1125	0.2758484	0.0506112	0.0617345	0.0845702	0.1002161	0.0651779	0.0673782	0.0682009	0.0142749	0.0362704	0.0119373	0.0311867	0.0099167	-255119.413
1130	0.3084497	0.0555020	0.0746792	0.0679074	0.0789435	0.0579419	0.0658113	0.0638143	0.0377531	0.0655261	0.0132441	0.0069290	0.0043388	-255121.698
1135	0.3084497	0.0605480	0.0700946	0.0800070	0.0755209	0.0558956	0.0658113	0.0587257	0.1206485	0.0857234	0.0171267	0.0303776	0.0447660	-255124.007
1140	0.3330072	0.0639567	0.0811687	0.0667399	0.0755590	0.0564313	0.0567849	0.0434064	0.0582514	0.0174814	0.0173478	0.0303776	0.1181263	-255123.459
1145	0.3288991	0.0648466	0.0790426	0.0685351	0.0775914	0.0579492	0.0583124	0.0576440	0.0080201	0.0174814	0.0268050	0.0204156	0.0271064	-255123.658
1150	0.3238465	0.0569197	0.0726877	0.0685351	0.0775914	0.0537297	0.0599425	0.0623887	0.0243854	0.0423411	0.0268050	0.0369928	0.0271064	-255116.395
1155	0.3499197	0.0583037	0.0769970	0.0861274	0.0731319	0.0470000	0.0593192	0.0594446	0.0981260	0.0423411	0.0518770	0.0682942	0.0271064	-255121.242
1160	0.3251440	0.0601007	0.0787345	0.0788456	0.0719956	0.0483090	0.0546418	0.0636431	0.0541471	0.0829824	0.0509625	0.0253406	0.0381994	-255121.344
1165	0.3150978	0.0579921	0.0756961	0.0653426	0.0794954	0.0792605	0.0587290	0.0656127	0.0541471	0.0073435	0.0554004	0.0645695	0.0433944	-255121.780
1170	0.3150978	0.0564667	0.0744626	0.0687487	0.0794954	0.0709129	0.0682849	0.0698568	0.1425828	0.0117096	0.0512079	0.0101202	0.0433944	-255118.608
1175	0.3615787	0.0682738	0.0793717	0.0604405	0.0698885	0.0530859	0.0599888	0.0587890	0.0185590	0.0082514	0.0103170	0.0016156	0.0433944	-255125.898
1180	0.3228568	0.0563319	0.0709730	0.0675928	0.0892477	0.0614637	0.0670876	0.0655716	0.0185590	0.0233183	0.0326709	0.0041047	0.0147642	-255124.449
1185	0.3220864	0.0546559	0.0701328	0.0663961	0.0844564	0.0603755	0.0658999	0.0582705	0.0185590	0.0233183	0.0088367	0.0031537	0.0216199	-255122.818
1190	0.3171977	0.0572527	0.0730155	0.0705313	0.0748936	0.0589395	0.0708981	0.0589724	0.0555970	0.0333463	0.0084849	0.0091826	0.0331413	-255122.388
1195	0.2778646	0.0501981	0.0664820	0.0725925	0.0889089	0.0669312	0.0697785	0.0744072	0.0319474	0.0133592	0.0022396	0.0151372	0.0595326	-255121.728
1200	0.3171161	0.0544339	0.0704593	0.0647196	0.0797463	0.0618272	0.0682881	0.0552430	0.1219188	0.0076647	0.0201195	0.0040573	0.0359472	-255120.374
1205	0.3307380	0.0513764	0.0743497	0.0626260	0.0797463	0.0687988	0.0682881	0.0634783	0.1219188	0.0158251	0.0292007	0.0113676	0.0248896	-255123.883
1210	0.3036014	0.0514678	0.0700505	0.0766844	0.0838484	0.0701325	0.0636801	0.0682235	0.0490494	0.0200410	0.1040397	0.0094234	0.0177677	-255123.308
1215	0.3058445	0.0537141	0.0699055	0.0716540	0.0838484	0.0652255	0.0755454	0.0682235	0.0490494	0.0201116	0.1040397	0.0413944	0.0177677	-255121.972
1220	0.2790477	0.0510758	0.0642545	0.0895415	0.0881795	0.0680117	0.0794476	0.0657207	0.0490494	0.0042069	0.0324236	0.0104946	0.0177677	-255122.477
1225	0.3118243	0.0567687	0.0679133	0.0684543	0.0942474	0.0539637	0.0630026	0.0702740	0.0490494	0.0431386	0.0324236	0.0024600	0.0631853	-255125.116
1230	0.3642099	0.0669719	0.0791558	0.0682872	0.0656145	0.0501196	0.0572576	0.0547611	0.2003127	0.0431386	0.0115132	0.0105196	0.0631853	-255124.665
1235	0.3405796	0.0583798	0.0704819	0.0743252	0.0842278	0.0544333	0.0543995	0.0578452	0.0663946	0.0599985	0.0204990	0.0089861	0.0192010	-255123.386
1240	0.3405796	0.0583798	0.0704819	0.0743252	0.0712673	0.0544333	0.0661485	0.0650234	0.0701398	0.0302246	0.0204990	0.0324300	0.0219903	-255120.999
1245	0.3693405	0.0637322	0.0722351	0.0603636	0.0787071	0.0527443	0.0575099	0.0504541	0.0057655	0.0302246	0.0555069	0.0132506	0.0123402	-255122.742
1250	0.3423577	0.0610124	0.0770147	0.0651211	0.0923390	0.0687838	0.0620426	0.0533603	0.0652863	0.0291137	0.0399094	0.0033028	0.0182688	-255122.479
1255	0.3192905	0.0548377	0.0722413	0.0764899	0.0923364	0.0627741	0.0661421	0.0591851	0.0144048	0.0310431	0.0124913	0.0021038	0.0111831	-255124.140
1260	0.3536423	0.0566319	0.0777804	0.0719834	0.0751218	0.0623145	0.0614318	0.0593029	0.0533809	0.0097283	0.0124913	0.0026964	0.0035451	-255123.383
1265	0.3889270	0.0619447	0.0787711	0.0731839	0.0707202	0.0559196	0.0541220	0.0532171	0.0533809	0.0169927	0.0091861	0.0039000	0.0043422	-255117.674
1270	0.3162448	0.0510962	0.0655929	0.0849401	0.0854554	0.0675710	0.0653988	0.0625887	0.0533809	0.0133138	0.0291921	0.0218207	0.0062849	-255121.922
1275	0.3693235	0.0628167	0.0766021	0.0627543	0.0731739	0.0598292	0.0587326	0.0535935	0.0533809	0.0175762	0.0245583	0.0218207	0.0115318	-255119.905
1280	0.3182741	0.0564069	0.0684562	0.0729673	0.0833160	0.0618242	0.0719448	0.0623157	0.0142819	0.0175148	0.0245583	0.0218207	0.0063417	-255118.634
1285	0.2743967	0.0500718	0.0590188	0.0698349	0.0983120	0.0717102	0.0725338	0.0722802	0.0790586	0.0242766	0.0295627	0.0218207	0.0063417	-255125.848
1290	0.2974514	0.0506142	0.0611064	0.0848314	0.0912269	0.0691249	0.0676935	0.0692688	0.0333324	0.0071103	0.0303761	0.0104882	0.0025800	-255120.587
1295	0.3423590	0.0556633	0.0689380	0.0742084	0.0953817	0.0638088	0.0612461	0.0639416	0.0326563	0.0520021	0.0104927	0.0031827	0.0081848	-255119.165
1300	0.3266872	0.0575615	0.0655132	0.0756614	0.0712171	0.0650582	0.0530491	0.0652538	0.0326563	0.0199647	0.0038032	0.0187870	0.0023816	-255124.557
1305	0.2920271	0.0531297	0.0601575	0.0840021	0.0780717	0.0722300	0.0687390	0.0724473	0.0444149	0.0521997	0.0115819	0.0187870	0.0084216	-255121.675
1310	0.3149050	0.0567142	0.0636448	0.0883338	0.0845788	0.0654666	0.0636292	0.0709250	0.0444149	0.0458740	0.0035556	0.0099024	0.0041090	-255123.176
1315	0.3198043	0.0581722	0.0652809	0.0763299	0.0902443	0.0638258	0.0649214	0.0691474	0.0778835	0.0170936	0.0011099	0.0033571	0.0013832	-255127.806
1320	0.3561870	0.0626123	0.0758830	0.0703642	0.0780233	0.0573063	0.0582900	0.0581014	0.0352232	0.0310440	0.0163893	0.0121748	0.0022901	-255122.239
1325	0.3324828	0.0580530	0.0732259	0.0621945	0.0748018	0.0554681	0.0610319	0.0608344	0.0206895	0.0145701	0.0163893	0.0066833	0.0022901	-255123.627
1330	0.3421678	0.0571155	0.0732259	0.0747523	0.0751999	0.0570829	0.0641009	0.0608344	0.0351704	0.0070852	0.0303656	0.0042561	0.0050259	-255119.598
1335	0.3542042	0.0587994	0.0764722	0.0683110	0.0715271	0.0521641	0.0603348	0.0628642	0.1460841	0.0204301	0.0068335	0.0045848	0.0072859	-255125.578
1340	0.2870236	0.0481881	0.0605439	0.0847138	0.0951779	0.0646898	0.0748224	0.0693915	0.0376984	0.0051545	0.0036180	0.0163191	0.0038684	-255117.781
1345	0.3327769	0.0557029	0.0696280	0.0717390	0.0711451	0.0547818	0.0658883	0.0568472	0.0376984	0.0216575	0.0029151	0.0161086	0.0213137	-255121.899
1350	0.3074367	0.0504535	0.0645219	0.0792030	0.0913257	0.0604816	0.0681387	0.0700451	0.0376984	0.0135006	0.0483157	0.0151686	0.0342174	-255118.871
1355	0.2889429	0.0489109	0.0582524	0.0842627	0.0951321	0.0666483	0.0777633	0.0745198	0.0376984	0.0383864	0.0483157	0.0037663	0.0068243	-255117.816
1360	0.3507365	0.0593710	0.0750341	0.0635007	0.0704950	0.0646995	0.0629720	0.0599690	0.0811223	0.0168491	0.0483157	0.0033123	0.0080067	-255118.972
1365	0.3373043	0.0544318	0.0692957	0.0660215	0.0833578	0.0571850	0.0641663	0.0649350	0.0811223	0.0400462	0.0587731	0.0030654	0.0304783	-255118.694
1370	0.3493290	0.0551976	0.0727960	0.0681517	0.0765486	0.0571850	0.0612008	0.0538603	0.0490887	0.0207659	0.0092694	0.0014011	0.0135014	-255126.959
1375	0.3011067	0.0503520	0.0645030	0.0910258	0.0900638	0.0567803	0.0720062	0.0695671	0.0490887	0.0303284	0.0681453	0.0029504	0.0135014	-255120.380
1380	0.3294049	0.0573932	0.0686151	0.0798585	0.0858379	0.0546050	0.0630696	0.0575512	0.1293669	0.0383005	0.0221432	0.0023711	0.0297267	-255120.527
1385	0.4026676	0.0633314	0.0791747	0.0511869	0.0590241	0.0459670	0.0530926	0.0545830	0.0596219	0.0423303	0.0055156	0.0023711	0.0136674	-255127.285
1390	0.3384611	0.0594218	0.0667985	0.0606706	0.0786664	0.0544836	0.0629294	0.0594109	0.0596219	0.0559541	0.0373700	0.0033113	0.0094014	-255123.839
1395	0.2909548	0.0524514	0.0552923	0.0843144	0.0915109	0.0685706	0.0654628	0.0691114	0.0129288	0.0506126	0.0153633	0.0211915	0.0030130	-255116.018
1400	0.3553829	0.0658409	0.0699364	0.0663253	0.0770592	0.0520060	0.0626320	0.0610647	0.0157326	0.0165175	0.0454560	0.0133702	0.0028024	-255126.113
1405	0.3460013	0.0641002	0.0730493	0.0681237	0.0890981	0.0558189	0.0562865	0.0627205	0.0134591	0.0568980	0.0307953	0.0133702	0.0071341	-255121.961
1410	0.3836108	0.0642790	0.0792351	0.0614448	0.0732784	0.0526544	0.0531051	0.0565713	0.0363666	0.0589120	0.0428034	0.0070820	0.0144313	-255117.753
1415	0.2901465	0.0502671	0.0582537	0.0820088	0.1084031	0.0551131	0.0707554	0.0746326	0.0213395	0.0230919	0.0246120	0.0077439	0.0144313	-255126.218
1420	0.3756721	0.0654799	0.0742906	0.0633387	0.0669427	0.0506488	0.0582280	0.0570981	0.0126017	0.0129247	0.0763698	0.0077439	0.0373229	-255122.442
1425	0.2844167	0.0516013	0.0577265	0.0815131	0.1000621	0.0697956	0.0775638	0.0602769	0.0126017	0.0095506	0.0146039	0.0092437	0.0128434	-255123.425
1430	0.3045191	0.0515427	0.0613609	0.0774712	0.0951003	0.0597838	0.0673056	0.0686084	0.0346278	0.0252703	0.0149038	0.0480668	0.0302253	-255122.168
1435	0.2934864	0.0546945	0.0604991	0.0785748	0.0859184	0.0606763	0.0764408	0.0823122	0.0346278	0.0276476	0.0520117	0.0226814	0.0415522	-255117.018
1440	0.3758712	0.0687210	0.0757025	0.0824274	0.0689490	0.0590079	0.0621198	0.0511214	0.0484793	0.0653281	0.0399191	0.0198711	0.0107846	-255122.500
1445	0.3777474	0.0636898	0.0757025	0.0692225	0.0689490	0.0558026	0.0578819	0.0461479	0.0553469	0.0308064	0.0149061	0.0198711	0.0261408	-255119.044
1450	0.3363185	0.0547768	0.0630619	0.0833271	0.0893187	0.0610214	0.0632643	0.0616374	0.0553469	0.0498855	0.0801846	0.0105406	0.0096017	-255120.933
1455	0.4056509	0.0637990	0.0726710	0.0696421	0.0661323	0.0568993	0.0568468	0.0502781	0.0553469	0.0674888	0.0245932	0.0231731	0.0088980	-255121.685
1460	0.3591306	0.0612120	0.0727646	0.0641806	0.0749824	0.0539763	0.0581046	0.0543280	0.0553469	0.0256414	0.0245932	0.0081041	0.0088980	-255115.081
1465	0.3594310	0.0625079	0.0787475	0.0672504	0.0679171	0.0523819	0.0544218	0.0562146	0.0165576	0.0303148	0.0114651	0.0144223	0.0088980	-255120.644
1470	0.3623272	0.0589832	0.0791770	0.0567214	0.0669230	0.0516152	0.0588277	0.0553917	0.0272529	0.0093328	0.0114651	0.0031744	0.0088980	-255118.251
1475	0.3183014	0.0509993	0.0696465	0.0843459	0.0888180	0.0601744	0.0646086	0.0765594	0.0552667	0.0262867	0.0119230	0.0084176	0.0335445	-255117.948
1480	0.3516496	0.0589948	0.0788407	0.0924264	0.0784603	0.0518962	0.0532394	0.0536575	0.0820262	0.0053067	0.0088877	0.0314801	0.0521204	-255123.454
1485	0.3320958	0.0557143	0.0728221	0.0600616	0.0771337	0.0549519	0.0620263	0.0592855	0.0491738	0.0053067	0.0255506	0.0064542	0.0123703	-255120.845
1490	0.3415737	0.0581895	0.0811674	0.0721049	0.0728110	0.0625226	0.0620263	0.0642343	0.0491738	0.0053067	0.0182370	0.0026952	0.0469639	-255120.916
1495	0.2943113	0.0505007	0.0695040	0.0762306	0.0845035	0.0561746	0.0719869	0.0626720	0.0491738	0.0168360	0.0462180	0.0026952	0.0151212	-255118.554
1500	0.3415832	0.0558400	0.0768688	0.0663605	0.0794941	0.0603736	0.0626662	0.0715870	0.0312367	0.0390294	0.0129837	0.0033441	0.0192201	-255118.795
1505	0.3415832	0.0551969	0.0768688	0.0663605	0.0794941	0.0603736	0.0626662	0.0608426	0.0312367	0.0195581	0.0060632	0.0033441	0.0099240	-255121.466
1510	0.2998124	0.0495731	0.0641896	0.0738888	0.0885123	0.0679829	0.0696180	0.0660204	0.0312367	0.0065577	0.0064557	0.0056543	0.0017010	-255120.613
1515	0.3275556	0.0574465	0.0723961	0.0626712	0.0761310	0.0681548	0.0641053	0.0604287	0.0515804	0.0193304	0.0785938	0.0059394	0.0044559	-255120.866
1520	0.3413050	0.0574429	0.0781792	0.0641767	0.0738026	0.0635173	0.0587750	0.0585804	0.0900173	0.0214422	0.0241105	0.0180402	0.0027339	-255120.169
1525	0.3642087	0.0578402	0.0788401	0.0626994	0.0703992	0.0630809	0.0584582	0.0581780	0.0251994	0.0044278	0.0069814	0.0269844	0.0027339	-255122.040
1530	0.2953626	0.0508051	0.0659243	0.0749833	0.0841917	0.0754396	0.0648064	0.0695761	0.0251994	0.0036033	0.0148969	0.0269844	0.0027339	-255124.683
1535	0.3100485	0.0513232	0.0603476	0.0802300	0.0873076	0.0736327	0.0685749	0.0679097	0.0251994	0.0084699	0.0148969	0.0059572	0.0119672	-255128.037
