Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
39010	0.2778081	0.0499809	0.0607707	0.0805736	0.0922978	0.0690919	0.0729851	0.0738020	0.0090100	0.0800059	0.0270935	0.0261890	0.0031425	-255118.949
39015	0.3181083	0.0538893	0.0697412	0.0738495	0.0804260	0.0602050	0.0635974	0.0643092	0.0160235	0.0102405	0.0270935	0.0092614	0.0004991	-255127.311
39020	0.3200487	0.0560894	0.0675776	0.0765894	0.0854857	0.0558307	0.0659569	0.0666951	0.0556510	0.0110508	0.0083483	0.0044643	0.0019310	-255126.074
39025	0.2922704	0.0506869	0.0649859	0.0819225	0.0880763	0.0660264	0.0682948	0.0678945	0.0102138	0.0326064	0.0448448	0.0058766	0.0074721	-255119.021
39030	0.2922587	0.0508863	0.0622129	0.0819258	0.0880798	0.0686152	0.0689356	0.0678972	0.0235400	0.0380895	0.0317329	0.0079628	0.0019792	-255122.307
39035	0.3715324	0.0661268	0.0788708	0.0664196	0.0796587	0.0486670	0.0555765	0.0544128	0.0174467	0.0145670	0.0289269	0.0079628	0.0069745	-255129.411
39040	0.3571560	0.0600429	0.0753015	0.0608213	0.0759488	0.0669605	0.0606192	0.0576858	0.0507949	0.0143212	0.0480524	0.0063030	0.0026981	-255119.360
39045	0.3607528	0.0599216	0.0779032	0.0636146	0.0637628	0.0489505	0.0581631	0.0552582	0.0306319	0.0262990	0.0480524	0.0021171	0.0024037	-255121.845
39050	0.3578295	0.0600043	0.0742723	0.0564167	0.0705474	0.0589566	0.0620552	0.0620168	0.0255261	0.0262990	0.0265817	0.0197963	0.0060028	-255120.632
39055	0.3182700	0.0514957	0.0672672	0.0834915	0.0790544	0.0711466	0.0654624	0.0694951	0.0255261	0.0088691	0.0132593	0.0094406	0.0039323	-255131.156
39060	0.3537025	0.0611837	0.0795107	0.0630411	0.0749022	0.0522924	0.0582118	0.0582662	0.0372974	0.0125596	0.0132593	0.0012339	0.0083110	-255122.454
39065	0.3436068	0.0576478	0.0757192	0.0739210	0.0749022	0.0602353	0.0582118	0.0582662	0.0372974	0.0336696	0.0154517	0.0043023	0.0083110	-255117.689
39070	0.3107307	0.0534866	0.0714814	0.0670104	0.0836296	0.0615292	0.0608668	0.0644861	0.0610118	0.0336696	0.0013936	0.0103377	0.0083110	-255123.122
39075	0.3286902	0.0554603	0.0726196	0.0795451	0.0839459	0.0575096	0.0608139	0.0602733	0.0610118	0.0127076	0.0164057	0.0103377	0.0265532	-255123.691
39080	0.3358242	0.0586963	0.0765261	0.1080295	0.0808828	0.0596196	0.0587621	0.0627403	0.2153383	0.0116271	0.0041218	0.0203980	0.0445993	-255124.143
39085	0.3064536	0.0553179	0.0656796	0.0789422	0.0891612	0.0597015	0.0676187	0.0764554	0.0115176	0.0529539	0.0218890	0.0206919	0.0482881	-255118.485
39090	0.3404885	0.0600282	0.0778038	0.0641186	0.0722874	0.0482114	0.0587122	0.0587280	0.0151567	0.0508121	0.0094592	0.0044069	0.0998011	-255121.892
39095	0.2917367	0.0529178	0.0652884	0.0764097	0.0861443	0.0665156	0.0699668	0.0721784	0.0151567	0.0178804	0.0094592	0.0063005	0.0110191	-255119.777
39100	0.3065554	0.0561605	0.0706944	0.0727161	0.0819801	0.0633003	0.0681959	0.0621523	0.0151567	0.0198487	0.0039499	0.0010866	0.0306874	-255124.567
39105	0.3108541	0.0512916	0.0702974	0.0623282	0.0843682	0.0662600	0.0681959	0.0606581	0.0329315	0.0135297	0.0915518	0.0059734	0.0306874	-255119.264
39110	0.3036383	0.0512916	0.0702974	0.0758854	0.0843682	0.0660264	0.0712500	0.0671944	0.0329315	0.0054691	0.0625572	0.0059734	0.0118268	-255119.597
39115	0.3368923	0.0561967	0.0737042	0.0703723	0.0782388	0.0641482	0.0636477	0.0569311	0.0280367	0.0231247	0.0073563	0.0059734	0.0257728	-255123.372
39120	0.3399607	0.0623025	0.0731292	0.0744268	0.0914102	0.0608518	0.0614960	0.0582367	0.0087511	0.0510278	0.0037737	0.0059734	0.0054767	-255126.901
39125	0.3359921	0.0630577	0.0751841	0.0642135	0.0769649	0.0640443	0.0653202	0.0524086	0.0139267	0.0133100	0.0184806	0.0051362	0.0251960	-255126.450
39130	0.2851266	0.0524022	0.0638020	0.0756690	0.0871632	0.0666734	0.0700418	0.0685183	0.0250082	0.0857399	0.0088107	0.0048168	0.0083878	-255121.918
39135	0.3280370	0.0615238	0.0716950	0.0703772	0.0812552	0.0663861	0.0621183	0.0574883	0.0144053	0.0178573	0.0211866	0.0246296	0.0100475	-255120.252
39140	0.3307701	0.0575011	0.0684148	0.0697957	0.0805838	0.0654092	0.0578277	0.0476295	0.0421466	0.0387130	0.0211866	0.0044683	0.0331548	-255122.209
39145	0.3260306	0.0532608	0.0664819	0.0758110	0.0838045	0.0679511	0.0642473	0.0563769	0.0515132	0.0121345	0.0066119	0.0264325	0.0149738	-255119.065
39150	0.3759899	0.0621881	0.0802199	0.0657377	0.0647283	0.0517426	0.0605222	0.0581316	0.1363840	0.0406874	0.0069436	0.0177027	0.0448720	-255118.382
39155	0.3014324	0.0517625	0.0667713	0.1074401	0.0932341	0.0621642	0.0704602	0.0532886	0.0901926	0.0188232	0.0069436	0.0092737	0.0448720	-255124.816
39160	0.3282544	0.0563846	0.0655047	0.0722847	0.0797901	0.0583776	0.0624950	0.0574766	0.0230368	0.0783595	0.0142083	0.0831531	0.0448720	-255116.600
39165	0.3254584	0.0555025	0.0637644	0.0772800	0.0911743	0.0559676	0.0642007	0.0795327	0.0582580	0.0783595	0.0208914	0.0205424	0.2226043	-255118.220
39170	0.3083882	0.0545964	0.0548571	0.0815104	0.0786096	0.0686383	0.0746325	0.1050960	0.0547721	0.0814312	0.0790615	0.0205424	0.2226043	-255120.048
39175	0.2983034	0.0513636	0.0532383	0.0815104	0.0948491	0.0703849	0.0781361	0.0652677	0.0547721	0.0814312	0.0790615	0.0625719	0.0916897	-255118.884
39180	0.3187016	0.0586936	0.0589649	0.0774800	0.0897598	0.0640496	0.0712751	0.0731835	0.0859048	0.0562381	0.0155503	0.0625719	0.0186417	-255117.430
39185	0.3135429	0.0577436	0.0600918	0.0706067	0.0881630	0.0566354	0.0737240	0.0608615	0.0527740	0.0195173	0.0155503	0.0625719	0.0323268	-255120.044
39190	0.3572160	0.0610485	0.0696086	0.0725962	0.0773842	0.0558944	0.0790870	0.0590084	0.0527740	0.0238132	0.0151478	0.0977119	0.0074248	-255121.325
39195	0.3851737	0.0702889	0.0737870	0.0684852	0.0730020	0.0455687	0.0618968	0.0493784	0.0527740	0.0238132	0.0114828	0.0316556	0.0099359	-255125.619
39200	0.3628255	0.0618747	0.0695058	0.0727035	0.0781176	0.0529935	0.0639285	0.0623199	0.0414493	0.0238132	0.0285863	0.1375993	0.0236893	-255116.298
39205	0.3322073	0.0566532	0.0659490	0.0803636	0.0868045	0.0548460	0.0692481	0.0557936	0.0414493	0.0484013	0.0678809	0.1375993	0.0070767	-255120.650
39210	0.3337711	0.0525758	0.0631675	0.0700433	0.0849457	0.0588292	0.0645626	0.0702314	0.0291429	0.1038142	0.0143756	0.0378034	0.0284435	-255119.334
39215	0.3743680	0.0585292	0.0739997	0.0673382	0.0760999	0.0500730	0.0553995	0.0541369	0.0291429	0.0306125	0.0143756	0.0094831	0.0089749	-255122.143
39220	0.3556342	0.0579390	0.0686864	0.0613372	0.0719902	0.0673385	0.0629145	0.0583247	0.0108234	0.0125225	0.0231972	0.0064815	0.0049934	-255118.878
39225	0.3722464	0.0635424	0.0764579	0.0673938	0.0752279	0.0591090	0.0545326	0.0557218	0.0570480	0.0450641	0.0681692	0.0064223	0.0052211	-255118.586
39230	0.3795933	0.0581871	0.0752818	0.0673938	0.0756439	0.0578456	0.0572457	0.0557218	0.0570480	0.0308480	0.0262909	0.0214064	0.0044782	-255119.536
39235	0.3001200	0.0530108	0.0648128	0.0812122	0.0870258	0.0697062	0.0661740	0.0671470	0.0498103	0.0151635	0.0262909	0.0074950	0.0019661	-255121.742
39240	0.3163235	0.0566353	0.0692442	0.0699672	0.0872489	0.0663164	0.0634570	0.0628498	0.0028014	0.0151635	0.0042121	0.0076669	0.0027945	-255130.817
39245	0.3246980	0.0635803	0.0728756	0.0670900	0.0770967	0.0600328	0.0619896	0.0616257	0.0076520	0.0078451	0.0031898	0.0165558	0.0027945	-255122.140
39250	0.3519114	0.0691367	0.0775297	0.0630626	0.0677582	0.0564291	0.0578513	0.0579264	0.0076520	0.0303630	0.0029017	0.0165558	0.0138629	-255122.754
39255	0.2876754	0.0536895	0.0632905	0.0771441	0.0901997	0.0690293	0.0691073	0.0691366	0.0105696	0.0179097	0.0032918	0.0093901	0.0138629	-255122.800
39260	0.3657904	0.0624756	0.0747640	0.0624339	0.0730000	0.0558665	0.0574670	0.0566341	0.0290264	0.0079067	0.0031823	0.0129322	0.0138629	-255126.186
39265	0.3208663	0.0521915	0.0676182	0.0719391	0.0841138	0.0643718	0.0599400	0.0652564	0.0586115	0.0241127	0.0019571	0.0129322	0.0138629	-255121.675
39270	0.3669362	0.0549348	0.0756524	0.0638391	0.0746431	0.0571239	0.0633364	0.0579088	0.0586115	0.0079299	0.0013249	0.0054990	0.0138629	-255121.086
39275	0.3599639	0.0521200	0.0779153	0.0638391	0.0746431	0.0571239	0.0582422	0.0579088	0.0586115	0.0150248	0.0026564	0.0132194	0.0027370	-255124.908
39280	0.3145541	0.0521114	0.0624097	0.0783851	0.0793483	0.0653704	0.0666502	0.0705624	0.0586115	0.0433965	0.0094804	0.0007648	0.0160610	-255126.913
39285	0.3418596	0.0572226	0.0730592	0.0897061	0.0774359	0.0531434	0.0598746	0.0633891	0.1139473	0.0188969	0.0073314	0.0014219	0.0077848	-255119.088
39290	0.3393746	0.0566007	0.0759134	0.0762158	0.0782168	0.0531434	0.0598746	0.0633891	0.1139473	0.0231383	0.0059771	0.0068099	0.0181321	-255119.497
39295	0.3005748	0.0494199	0.0697803	0.0872900	0.0905725	0.0608652	0.0685745	0.0578938	0.1556731	0.0861174	0.0048833	0.0053070	0.0542587	-255127.732
39300	0.3601338	0.0578133	0.0747960	0.0564341	0.0739364	0.0580690	0.0586188	0.0547880	0.1556731	0.0192917	0.0093896	0.0007548	0.0212275	-255116.606
39305	0.3262331	0.0508916	0.0718264	0.0974559	0.0821104	0.0737437	0.0654142	0.0611393	0.0619199	0.0111111	0.0932690	0.0010242	0.0236630	-255119.646
39310	0.3169925	0.0529027	0.0718264	0.0711625	0.0719626	0.0618968	0.0654142	0.0611393	0.0528746	0.0099548	0.0345626	0.0011942	0.0069496	-255117.012
39315	0.3399348	0.0556455	0.0753815	0.0651509	0.0799821	0.0577530	0.0624677	0.0673520	0.1090892	0.0825470	0.0096534	0.0012066	0.0118032	-255124.682
39320	0.3482097	0.0538094	0.0745700	0.0724578	0.0751053	0.0577530	0.0624677	0.0569748	0.0827906	0.0144418	0.0151254	0.0046069	0.0965199	-255126.032
39325	0.3346566	0.0510245	0.0745700	0.0724578	0.0884025	0.0623120	0.0624677	0.0570795	0.0827906	0.1686908	0.0318553	0.0017164	0.0611258	-255120.304
39330	0.3240203	0.0510245	0.0748688	0.0819962	0.0910563	0.0657476	0.0636975	0.0511308	0.0827906	0.0292111	0.0248958	0.0007593	0.0309044	-255119.957
39335	0.3783819	0.0579372	0.0818821	0.0682705	0.0764913	0.0524829	0.0545462	0.0503204	0.0938603	0.0207988	0.0248958	0.0007593	0.0321922	-255119.757
39340	0.3410892	0.0507768	0.0721560	0.0743134	0.0797565	0.0693959	0.0592396	0.0616581	0.0389446	0.0829909	0.1097191	0.0012144	0.0321922	-255122.984
39345	0.3477687	0.0577439	0.0721560	0.0518761	0.0741808	0.0559324	0.0642143	0.0548982	0.1199808	0.0299378	0.0796199	0.0038812	0.0321922	-255120.916
39350	0.4083355	0.0653930	0.0794477	0.0554630	0.0673725	0.0507989	0.0542199	0.0446417	0.1199808	0.0109842	0.0506320	0.0050185	0.0238739	-255125.143
39355	0.4233270	0.0621456	0.0794477	0.0599248	0.0587334	0.0522328	0.0477616	0.0507869	0.0588760	0.0207750	0.0254636	0.0160172	0.0016173	-255122.599
39360	0.3661883	0.0629263	0.0678002	0.0663295	0.0679803	0.0572534	0.0652539	0.0593157	0.0242957	0.0802489	0.0392210	0.0630858	0.0011232	-255116.600
39365	0.4095597	0.0653081	0.0736939	0.0534894	0.0707702	0.0559285	0.0564707	0.0515456	0.0476524	0.0282055	0.0145961	0.0135397	0.0017377	-255118.003
39370	0.3685180	0.0588882	0.0709510	0.0595862	0.0899533	0.0620258	0.0588232	0.0571651	0.0246000	0.0271644	0.0094956	0.0054323	0.0005384	-255123.843
39375	0.3503736	0.0568265	0.0706886	0.0659970	0.0744388	0.0575862	0.0588232	0.0571651	0.0531471	0.0271644	0.0129235	0.0054323	0.0053442	-255122.605
39380	0.3549211	0.0590008	0.0765439	0.0651514	0.0734850	0.0614687	0.0613254	0.0622764	0.0334817	0.0084851	0.0213291	0.0038962	0.0115169	-255119.893
39385	0.3622396	0.0597842	0.0757107	0.0629332	0.0709831	0.0528941	0.0592375	0.0575380	0.0544355	0.0602422	0.0191645	0.0036314	0.0115169	-255119.542
39390	0.3397957	0.0516142	0.0657599	0.0777611	0.0854502	0.0608981	0.0682013	0.0662447	0.0544355	0.1497926	0.0199008	0.0133084	0.0043985	-255124.648
39395	0.3374904	0.0563568	0.0687849	0.0843766	0.0766235	0.0670807	0.0561479	0.0633314	0.1199497	0.0703550	0.0343096	0.0395360	0.0068246	-255122.967
39400	0.3208895	0.0530446	0.0608444	0.0808055	0.0957576	0.0612405	0.0686969	0.0624071	0.0300567	0.0313868	0.0049727	0.0136980	0.0372424	-255127.932
39405	0.3708813	0.0592814	0.0710762	0.0664718	0.0839542	0.0629898	0.0572098	0.0614762	0.0300567	0.0313868	0.0395417	0.0195058	0.0372424	-255117.430
39410	0.3442922	0.0570135	0.0691767	0.0720018	0.0893518	0.0558285	0.0639366	0.0578759	0.1403721	0.1008254	0.0389083	0.0103934	0.0058093	-255118.062
39415	0.4182178	0.0730974	0.0799855	0.0496520	0.0528107	0.0459600	0.0526349	0.0451923	0.1533371	0.1008254	0.0389083	0.0140873	0.0135939	-255118.992
39420	0.3917135	0.0660197	0.0782174	0.0559298	0.0686666	0.0598583	0.0570822	0.0573241	0.0439733	0.2366794	0.0731545	0.0140873	0.0422289	-255118.770
39425	0.3358512	0.0554949	0.0673182	0.0763944	0.0810642	0.0663505	0.0625746	0.0587244	0.0439733	0.0807807	0.0156644	0.0046612	0.0115476	-255119.861
39430	0.3357780	0.0560472	0.0663681	0.0660192	0.0763446	0.0631484	0.0622440	0.0554441	0.1522043	0.2043323	0.0152469	0.0071256	0.0148741	-255120.972
39435	0.3217019	0.0536977	0.0640245	0.0980928	0.0717527	0.0659115	0.0668655	0.0667519	0.0631123	0.1043443	0.0086300	0.0226114	0.0167005	-255119.291
39440	0.3309089	0.0568015	0.0698433	0.0737140	0.0618828	0.0627564	0.0617263	0.0612615	0.0209464	0.0610338	0.0137825	0.0011063	0.0340241	-255128.006
39445	0.3336867	0.0545956	0.0741407	0.0730916	0.0797436	0.0578660	0.0642805	0.0614689	0.0438465	0.0610338	0.0123378	0.0064035	0.0191932	-255120.732
39450	0.3174336	0.0527395	0.0719330	0.0793017	0.0719299	0.0682493	0.0688512	0.0579255	0.1745908	0.0741559	0.0592329	0.0199978	0.0191932	-255123.617
39455	0.3354140	0.0544741	0.0747314	0.0717981	0.0788411	0.0550066	0.0672655	0.0643267	0.0412561	0.0135673	0.1140553	0.0215528	0.0654656	-255119.201
39460	0.3853091	0.0609296	0.0807592	0.0656465	0.0720861	0.0503340	0.0554032	0.0575383	0.0412561	0.0149337	0.0146142	0.0079083	0.0095067	-255118.034
39465	0.3739063	0.0621457	0.0776450	0.0539084	0.0684606	0.0490250	0.0573528	0.0526463	0.0631879	0.0540037	0.0146142	0.0082413	0.0389085	-255119.388
39470	0.3947965	0.0673785	0.0805128	0.0620247	0.0629112	0.0482094	0.0555204	0.0469505	0.0395828	0.0602864	0.0182281	0.0056338	0.0175397	-255118.972
39475	0.3449225	0.0577205	0.0681210	0.0709931	0.0890626	0.0632868	0.0635484	0.0557396	0.0944126	0.0602864	0.0068937	0.0120407	0.0175397	-255122.907
39480	0.3017260	0.0508742	0.0608816	0.0692622	0.1111407	0.0607483	0.0730843	0.0658528	0.0283214	0.0602864	0.0189515	0.0100220	0.0077721	-255121.340
39485	0.3714965	0.0586925	0.0736641	0.0624742	0.0612540	0.0578971	0.0550757	0.0544258	0.0422362	0.0599747	0.0309560	0.0177714	0.0081635	-255117.119
39490	0.3427159	0.0557679	0.0720399	0.0659329	0.0795987	0.0611024	0.0614908	0.0588978	0.1186826	0.0599747	0.0154777	0.0189344	0.0313848	-255122.422
39495	0.3569711	0.0654999	0.0745459	0.0738967	0.0661759	0.0574719	0.0599688	0.0519117	0.0353915	0.0096885	0.0040759	0.0066777	0.0106504	-255125.125
39500	0.3057610	0.0561794	0.0683453	0.0704252	0.0760013	0.0600194	0.0688726	0.0596192	0.0353915	0.0367376	0.0317767	0.0078490	0.0264230	-255122.305
39505	0.3392298	0.0624286	0.0708240	0.0636322	0.0649674	0.0598350	0.0629095	0.0569141	0.0353915	0.0232532	0.0307789	0.0160359	0.0089748	-255127.578
39510	0.3044139	0.0580801	0.0663332	0.0694077	0.0915540	0.0586781	0.0701237	0.0696490	0.0184120	0.0254983	0.0990037	0.0160359	0.0089748	-255124.908
39515	0.3072849	0.0578102	0.0731311	0.0655403	0.0819347	0.0614707	0.0644107	0.0613839	0.0508408	0.0371418	0.0761683	0.0202344	0.0527063	-255123.962
39520	0.2761016	0.0492746	0.0668382	0.0927115	0.0939657	0.0737161	0.0766321	0.0711716	0.0617513	0.0371418	0.0257888	0.0202344	0.0259010	-255118.071
39525	0.2938031	0.0500363	0.0673988	0.0813692	0.0888229	0.0599938	0.0708734	0.0678906	0.0617513	0.0371418	0.0866382	0.0202344	0.0169392	-255121.245
39530	0.3294980	0.0614208	0.0801328	0.0737761	0.0778453	0.0504601	0.0604856	0.0554008	0.0609214	0.0201831	0.0259477	0.0202344	0.0112698	-255116.845
39535	0.2748010	0.0527965	0.0696671	0.0827844	0.0882345	0.0650204	0.0613923	0.0664279	0.0044439	0.0187793	0.0259477	0.0202344	0.0131294	-255127.411
39540	0.3112020	0.0602899	0.0658280	0.0723539	0.0858276	0.0551589	0.0621909	0.0580583	0.0044087	0.0645678	0.0259477	0.0237988	0.0332959	-255127.255
39545	0.2347121	0.0505325	0.0542055	0.0935092	0.1081074	0.0779052	0.0824454	0.0959932	0.0044087	0.0090950	0.0259477	0.0237988	0.1980728	-255123.373
39550	0.2485084	0.0507883	0.0552550	0.0909245	0.0917375	0.0766961	0.0770347	0.0841599	0.0056327	0.0480964	0.0259477	0.0082137	0.0370064	-255123.618
39555	0.3406831	0.0672860	0.0786483	0.0657335	0.0781265	0.0556909	0.0606837	0.0608431	0.0208154	0.1597125	0.0257334	0.0154593	0.0256901	-255117.849
39560	0.3186656	0.0615054	0.0683330	0.0684639	0.0766034	0.0629727	0.0680935	0.0641196	0.0208154	0.0292208	0.0131658	0.0307516	0.0011538	-255130.460
39565	0.2696172	0.0499417	0.0578153	0.0809187	0.0905389	0.0681689	0.0729189	0.0757841	0.0141691	0.0044374	0.0037478	0.0236783	0.0011538	-255127.832
39570	0.3033104	0.0533778	0.0663120	0.0723427	0.0809433	0.0609441	0.0629689	0.0677523	0.0109947	0.0121945	0.0053107	0.0082791	0.0048583	-255124.245
39575	0.3657727	0.0613142	0.0815814	0.0588024	0.0752823	0.0495374	0.0591587	0.0550712	0.0109947	0.0121945	0.0132729	0.0082791	0.0157597	-255119.948
39580	0.2893509	0.0542832	0.0651615	0.0711339	0.0917740	0.0646942	0.0705684	0.0726888	0.0109947	0.0243525	0.0053169	0.0230208	0.0119829	-255124.193
39585	0.3444421	0.0643722	0.0754215	0.0809153	0.0780721	0.0475998	0.0572891	0.0560941	0.0378917	0.0229465	0.0643400	0.0019982	0.0525873	-255119.877
39590	0.3080711	0.0549609	0.0699710	0.0790266	0.0959543	0.0596274	0.0640526	0.0558635	0.0284246	0.0385191	0.0177226	0.0151930	0.0326047	-255115.852
39595	0.3642811	0.0669867	0.0779758	0.0661610	0.0759819	0.0489228	0.0588397	0.0550715	0.0679426	0.0446110	0.0135088	0.0305063	0.0708941	-255120.179
39600	0.3494825	0.0647081	0.0735094	0.0783068	0.0697462	0.0648501	0.0605278	0.0529470	0.0504488	0.0354600	0.0190801	0.0182250	0.0319833	-255125.498
39605	0.3109997	0.0633649	0.0669723	0.0690458	0.0955455	0.0666177	0.0632615	0.0647885	0.0854000	0.0354600	0.0525863	0.0301365	0.0319833	-255127.886
39610	0.3556292	0.0644171	0.0694745	0.0662349	0.0861784	0.0579908	0.0588876	0.0555057	0.0110661	0.0354600	0.0047009	0.0156890	0.0537227	-255120.623
39615	0.4028921	0.0708724	0.0787076	0.0584649	0.0718653	0.0511879	0.0473692	0.0507292	0.0382687	0.0434549	0.0134053	0.0156890	0.0346224	-255127.596
39620	0.3036940	0.0525015	0.0639288	0.0754016	0.0926839	0.0661907	0.0743616	0.0651974	0.0125518	0.0233368	0.0360940	0.0929309	0.0106886	-255126.705
39625	0.4060124	0.0638457	0.0810586	0.0582821	0.0740800	0.0521560	0.0571317	0.0493324	0.0301596	0.0581854	0.0360940	0.0225899	0.0027295	-255120.932
39630	0.3432660	0.0609684	0.0673044	0.0641467	0.0825845	0.0616897	0.0594794	0.0583500	0.0301596	0.0532418	0.0298546	0.0225899	0.0082472	-255117.591
39635	0.3866796	0.0714707	0.0788981	0.0547207	0.0720457	0.0530186	0.0472170	0.0496211	0.0301596	0.0176605	0.0538742	0.0641296	0.0082472	-255123.627
39640	0.3759840	0.0626425	0.0773599	0.0775828	0.0680127	0.0556845	0.0507631	0.0495160	0.0636246	0.0309879	0.0208966	0.0641296	0.0304896	-255114.445
39645	0.3540587	0.0548758	0.0751603	0.0670927	0.0839942	0.0553107	0.0624822	0.0588447	0.0256746	0.0280455	0.1276466	0.0083092	0.0120181	-255126.367
39650	0.3335978	0.0516156	0.0696327	0.0857309	0.0833893	0.0588673	0.0640482	0.0637145	0.0890662	0.0060337	0.1276466	0.0028500	0.0310292	-255119.486
39655	0.3160524	0.0556157	0.0718320	0.0687202	0.0833893	0.0551248	0.0640482	0.0630610	0.1144898	0.0197007	0.0202569	0.0021176	0.0310292	-255125.235
39660	0.3145647	0.0534162	0.0701571	0.0953745	0.0860602	0.0568904	0.0660996	0.0639426	0.0571944	0.0083538	0.0060080	0.0009300	0.0079759	-255123.028
39665	0.3449187	0.0571312	0.0711131	0.0643450	0.0784867	0.0581690	0.0602827	0.0583154	0.0289148	0.0283633	0.0204212	0.0039225	0.0044206	-255119.860
39670	0.3299606	0.0527326	0.0678875	0.0867797	0.0768744	0.0606975	0.0698746	0.0608503	0.1021558	0.0283633	0.0080585	0.0172999	0.0201252	-255125.166
39675	0.2801553	0.0510712	0.0627179	0.0748867	0.0973789	0.0687709	0.0759065	0.0757285	0.0187142	0.0283633	0.0054417	0.0261192	0.0336192	-255122.810
39680	0.2997326	0.0611618	0.0706185	0.0841592	0.0769471	0.0624964	0.0659819	0.0609010	0.0236953	0.0177282	0.0054417	0.0261192	0.0093897	-255127.441
39685	0.3118697	0.0611843	0.0734781	0.0808840	0.0695930	0.0600642	0.0599818	0.0535869	0.0236953	0.0125856	0.0045232	0.0261192	0.0418348	-255117.630
39690	0.3165999	0.0552510	0.0729794	0.0664129	0.0908173	0.0604746	0.0638431	0.0635055	0.0123452	0.0125856	0.0019495	0.0038312	0.0150768	-255123.491
39695	0.3192332	0.0552510	0.0670597	0.0625227	0.0747411	0.0604746	0.0638431	0.0635055	0.0265072	0.0307041	0.0005155	0.0065442	0.0033140	-255126.923
39700	0.3208677	0.0508809	0.0758378	0.0720511	0.0842519	0.0604746	0.0638431	0.0635055	0.0625613	0.0118051	0.0005155	0.0144354	0.0033140	-255123.292
39705	0.3722682	0.0633412	0.0782939	0.0693007	0.0740307	0.0531380	0.0560978	0.0558012	0.0464301	0.0178616	0.0025077	0.0177847	0.0033140	-255115.236
39710	0.3722682	0.0607766	0.0789918	0.0585922	0.0740307	0.0531380	0.0562212	0.0558012	0.0611421	0.0178616	0.0015325	0.0053777	0.0027477	-255121.617
39715	0.3345613	0.0561060	0.0691243	0.0705040	0.0744741	0.0575615	0.0624287	0.0604464	0.0209558	0.0434471	0.0037950	0.0021457	0.0240003	-255121.362
39720	0.3428263	0.0528434	0.0675690	0.0721269	0.0742304	0.0588865	0.0638657	0.0625885	0.0627635	0.0838399	0.0037950	0.0061839	0.0269627	-255116.830
39725	0.3558440	0.0495446	0.0690682	0.0762660	0.0827187	0.0588865	0.0638657	0.0685977	0.0627635	0.0655088	0.0035148	0.0061839	0.0162029	-255120.280
39730	0.3264797	0.0508652	0.0667380	0.0772944	0.0781142	0.0642621	0.0653454	0.0640100	0.0627635	0.1155563	0.0261316	0.0126629	0.0643357	-255118.818
39735	0.3125659	0.0514538	0.0695590	0.0626412	0.0851274	0.0722118	0.0616161	0.0667679	0.1490876	0.0503405	0.1050444	0.0126629	0.0068531	-255120.294
39740	0.3635188	0.0647397	0.0789705	0.0645169	0.0669788	0.0759411	0.0570895	0.0561259	0.0593348	0.0503405	0.0256191	0.0273108	0.0025379	-255121.469
39745	0.3278109	0.0545292	0.0700115	0.0686223	0.0731227	0.0671684	0.0624606	0.0622396	0.1763081	0.0104593	0.0189804	0.0370775	0.0039998	-255123.395
39750	0.3181644	0.0549664	0.0721010	0.0740699	0.0871568	0.0578848	0.0674254	0.0622396	0.0533770	0.0115221	0.0388020	0.0021551	0.0031345	-255123.704
39755	0.3263593	0.0554186	0.0653638	0.0722730	0.0844997	0.0633704	0.0657150	0.0606608	0.0533770	0.0173999	0.0077833	0.0360682	0.0089790	-255121.492
39760	0.3663839	0.0594459	0.0706694	0.0598869	0.0829861	0.0564477	0.0588221	0.0598300	0.0533770	0.0485431	0.0125381	0.0086527	0.0140985	-255122.202
39765	0.3524969	0.0624574	0.0751355	0.0729098	0.0710119	0.0575346	0.0572842	0.0609821	0.0128514	0.0447904	0.0130116	0.0351341	0.0028085	-255126.013
39770	0.3066599	0.0508196	0.0675951	0.0717833	0.0807121	0.0602528	0.0707787	0.0700972	0.0347247	0.0186733	0.0354595	0.0042214	0.0009619	-255128.377
39775	0.3914588	0.0591453	0.0788113	0.0580113	0.0652270	0.0486929	0.0557637	0.0566486	0.0347247	0.0360618	0.0081373	0.0014289	0.0008225	-255121.777
39780	0.3321429	0.0513436	0.0681752	0.0799984	0.0715160	0.0600800	0.0644634	0.0654864	0.1006429	0.0372432	0.0173031	0.0014289	0.0147105	-255123.100
39785	0.3554014	0.0616682	0.0759359	0.0610920	0.0752613	0.0575098	0.0578752	0.0587937	0.0178859	0.0287087	0.0019545	0.0008436	0.0147105	-255118.061
39790	0.3447891	0.0598268	0.0756855	0.0701296	0.0770404	0.0592800	0.0596566	0.0542210	0.0178859	0.0089158	0.0043495	0.0006155	0.0185287	-255122.782
39795	0.3394965	0.0547852	0.0740514	0.0701296	0.0753303	0.0592800	0.0596566	0.0629964	0.0178859	0.0015099	0.0195402	0.0007738	0.0061683	-255125.305
39800	0.3591877	0.0578027	0.0809099	0.0701296	0.0753303	0.0657806	0.0596566	0.0568998	0.0178859	0.0025777	0.0571277	0.0025097	0.0207263	-255122.969
39805	0.3231221	0.0501300	0.0736195	0.0710182	0.0817447	0.0609104	0.0647364	0.0616500	0.0685275	0.0013417	0.0254777	0.0003795	0.0189318	-255119.711
